mark_id,learner_id,subject,teacher_id,term,mark
1888,79,Accounting,25,4,51
1889,79,Life Science,15,1,55
1890,79,Life Science,15,2,46
1891,79,Life Science,15,3,55
1892,79,Life Science,15,4,50
1893,79,History,17,1,55
1894,79,History,17,2,55
1895,79,History,17,3,57
1896,79,History,17,4,58
1897,80,English,5,1,90
1898,80,English,5,2,79
1899,80,English,5,3,77
1900,80,English,5,4,91
1901,80,Afrikaans,8,1,44
1902,80,Afrikaans,8,2,49
1903,80,Afrikaans,8,3,48
1904,80,Afrikaans,8,4,55
1905,80,Mathematics,1,1,58
1906,80,Mathematics,1,2,64
1907,80,Mathematics,1,3,51
1908,80,Mathematics,1,4,53
1909,80,Accounting,27,1,46
1910,80,Accounting,27,2,54
1911,80,Accounting,27,3,56
1912,80,Accounting,27,4,55
1913,80,Physical Science,12,1,60
1914,80,Physical Science,12,2,60
1915,80,Physical Science,12,3,58
1916,80,Physical Science,12,4,57
1917,80,Life Science,14,1,51
1918,80,Life Science,14,2,56
1919,80,Life Science,14,3,57
1920,80,Life Science,14,4,60
1921,81,English,6,1,86
1922,81,English,6,2,80
1923,81,English,6,3,89
1924,81,English,6,4,88
1925,81,Afrikaans,7,1,51
1926,81,Afrikaans,7,2,60
1927,81,Afrikaans,7,3,60
1928,81,Afrikaans,7,4,62
1929,81,Mathematics,1,1,61
1930,81,Mathematics,1,2,64
1931,81,Mathematics,1,3,62
1932,81,Mathematics,1,4,54
1933,81,Life Science,14,1,49
1934,81,Life Science,14,2,46
1935,81,Life Science,14,3,50
1936,81,Life Science,14,4,48
1937,81,Accounting,25,1,75
1938,81,Accounting,25,2,74
1939,81,Accounting,25,3,65
1940,81,Accounting,25,4,72
1941,81,Physical Science,11,1,52
1942,81,Physical Science,11,2,56
1943,81,Physical Science,11,3,67
1944,81,Physical Science,11,4,67
1945,82,English,5,1,59
1946,82,English,5,2,60
1947,82,English,5,3,47
1948,82,English,5,4,48
1949,82,Afrikaans,8,1,63
1950,82,Afrikaans,8,2,53
1951,82,Afrikaans,8,3,69
1952,82,Afrikaans,8,4,60
1953,82,Mathematics,2,1,69
1954,82,Mathematics,2,2,69
1955,82,Mathematics,2,3,56
1956,82,Mathematics,2,4,66
1957,82,Life Science,14,1,68
1958,82,Life Science,14,2,64
1959,82,Life Science,14,3,65
1960,82,Life Science,14,4,57
1961,82,Physical Science,11,1,66
1962,82,Physical Science,11,2,65
1963,82,Physical Science,11,3,70
1964,82,Physical Science,11,4,81
1965,82,Geography,19,1,84
1966,82,Geography,19,2,74
1967,82,Geography,19,3,71
1968,82,Geography,19,4,84
1969,83,English,4,1,66
1970,83,English,4,2,69
1971,83,English,4,3,67
1972,83,English,4,4,60
1973,83,Afrikaans,7,1,76
1974,83,Afrikaans,7,2,81
1975,83,Afrikaans,7,3,81
1976,83,Afrikaans,7,4,76
1977,83,Mathematics,1,1,51
1978,83,Mathematics,1,2,51
1979,83,Mathematics,1,3,51
1980,83,Mathematics,1,4,39
1981,83,Geography,19,1,84
1982,83,Geography,19,2,80
1983,83,Geography,19,3,73
1984,83,Geography,19,4,85
1985,83,Information Technology,24,1,39
1986,83,Information Technology,24,2,48
1987,83,Information Technology,24,3,49
1988,83,Information Technology,24,4,37
1989,83,Accounting,27,1,69
1990,83,Accounting,27,2,71
1991,83,Accounting,27,3,78
1992,83,Accounting,27,4,85
1993,84,English,4,1,80
1994,84,English,4,2,88
1995,84,English,4,3,84
1996,84,English,4,4,85
1997,84,Afrikaans,9,1,47
1998,84,Afrikaans,9,2,54
1999,84,Afrikaans,9,3,50
2000,84,Afrikaans,9,4,55
2001,84,Mathematics,1,1,69
2002,84,Mathematics,1,2,58
2003,84,Mathematics,1,3,58
2004,84,Mathematics,1,4,62
2005,84,History,17,1,50
2006,84,History,17,2,51
2007,84,History,17,3,49
2008,84,History,17,4,56
2009,84,Physical Science,11,1,56
2010,84,Physical Science,11,2,54
2011,84,Physical Science,11,3,58
2012,84,Physical Science,11,4,68
2013,84,Life Science,13,1,59
2014,84,Life Science,13,2,49
2015,84,Life Science,13,3,54
2016,84,Life Science,13,4,52
2017,85,English,6,1,54
2018,85,English,6,2,63
2019,85,English,6,3,57
2020,85,English,6,4,65
2021,85,Afrikaans,7,1,59
2022,85,Afrikaans,7,2,52
2023,85,Afrikaans,7,3,62
2024,85,Afrikaans,7,4,50
2025,85,Mathematics,3,1,75
2026,85,Mathematics,3,2,86
2027,85,Mathematics,3,3,86
2028,85,Mathematics,3,4,88
2029,85,History,16,1,63
2030,85,History,16,2,48
2031,85,History,16,3,64
2032,85,History,16,4,49
2033,85,Accounting,26,1,82
2034,85,Accounting,26,2,84
2035,85,Accounting,26,3,85
2036,85,Accounting,26,4,74
2037,85,Geography,20,1,81
2038,85,Geography,20,2,80
2039,85,Geography,20,3,79
2040,85,Geography,20,4,88
2041,86,English,4,1,87
2042,86,English,4,2,93
2043,86,English,4,3,89
2044,86,English,4,4,90
2045,86,Afrikaans,8,1,82
2046,86,Afrikaans,8,2,83
2047,86,Afrikaans,8,3,87
2048,86,Afrikaans,8,4,85
2049,86,Mathematics,1,1,64
2050,86,Mathematics,1,2,54
2051,86,Mathematics,1,3,54
2052,86,Mathematics,1,4,63
2053,86,Physical Science,11,1,84
2054,86,Physical Science,11,2,77
2055,86,Physical Science,11,3,78
2056,86,Physical Science,11,4,74
2057,86,Life Science,13,1,56
2058,86,Life Science,13,2,59
2059,86,Life Science,13,3,61
2060,86,Life Science,13,4,54
2061,86,History,17,1,67
2062,86,History,17,2,61
2063,86,History,17,3,54
2064,86,History,17,4,62
2065,87,English,4,1,89
2066,87,English,4,2,87
2067,87,English,4,3,83
2068,87,English,4,4,87
2069,87,Afrikaans,7,1,53
2070,87,Afrikaans,7,2,40
2071,87,Afrikaans,7,3,37
2072,87,Afrikaans,7,4,49
2073,87,Mathematics,3,1,42
2074,87,Mathematics,3,2,42
2075,87,Mathematics,3,3,47
2076,87,Mathematics,3,4,49
2077,87,Accounting,25,1,53
2078,87,Accounting,25,2,52
2079,87,Accounting,25,3,48
2080,87,Accounting,25,4,45
2081,87,Information Technology,24,1,59
2082,87,Information Technology,24,2,54
2083,87,Information Technology,24,3,64
2084,87,Information Technology,24,4,67
2085,87,Life Science,15,1,51
2086,87,Life Science,15,2,56
2087,87,Life Science,15,3,51
2088,87,Life Science,15,4,60
2089,88,English,6,1,58
2090,88,English,6,2,69
2091,88,English,6,3,69
2092,88,English,6,4,70
2093,88,Afrikaans,8,1,58
2094,88,Afrikaans,8,2,57
2095,88,Afrikaans,8,3,65
2096,88,Afrikaans,8,4,63
2097,88,Mathematics,2,1,85
2098,88,Mathematics,2,2,78
2099,88,Mathematics,2,3,82
2100,88,Mathematics,2,4,77
2101,88,Geography,20,1,60
2102,88,Geography,20,2,65
2103,88,Geography,20,3,56
2104,88,Geography,20,4,53
2105,88,Physical Science,10,1,46
2106,88,Physical Science,10,2,57
2107,88,Physical Science,10,3,44
2108,88,Physical Science,10,4,53
2109,88,Life Science,15,1,53
2110,88,Life Science,15,2,48
2111,88,Life Science,15,3,48
2112,88,Life Science,15,4,44
2113,89,English,6,1,57
2114,89,English,6,2,49
2115,89,English,6,3,59
2116,89,English,6,4,63
2117,89,Afrikaans,9,1,47
2118,89,Afrikaans,9,2,50
2119,89,Afrikaans,9,3,56
2120,89,Afrikaans,9,4,47
2121,89,Mathematics,1,1,81
2122,89,Mathematics,1,2,87
2123,89,Mathematics,1,3,83
2124,89,Mathematics,1,4,74
2125,89,Accounting,26,1,70
2126,89,Accounting,26,2,61
2127,89,Accounting,26,3,59
2128,89,Accounting,26,4,70
2129,89,Life Science,15,1,58
2130,89,Life Science,15,2,47
2131,89,Life Science,15,3,55
2132,89,Life Science,15,4,54
2133,89,History,17,1,56
2134,89,History,17,2,52
2135,89,History,17,3,51
2136,89,History,17,4,55
2137,90,English,5,1,71
2138,90,English,5,2,69
2139,90,English,5,3,66
2140,90,English,5,4,76
2141,90,Afrikaans,9,1,67
2142,90,Afrikaans,9,2,70
2143,90,Afrikaans,9,3,78
2144,90,Afrikaans,9,4,81
2145,90,Mathematics,3,1,54
2146,90,Mathematics,3,2,48
2147,90,Mathematics,3,3,57
2148,90,Mathematics,3,4,59
2149,90,Life Science,13,1,57
2150,90,Life Science,13,2,53
2151,90,Life Science,13,3,54
2152,90,Life Science,13,4,45
2153,90,Physical Science,12,1,74
2154,90,Physical Science,12,2,79
2155,90,Physical Science,12,3,79
2156,90,Physical Science,12,4,77
2157,90,Information Technology,22,1,67
2158,90,Information Technology,22,2,75
2159,90,Information Technology,22,3,72
2160,90,Information Technology,22,4,76
2161,91,English,5,1,73
2162,91,English,5,2,74
2163,91,English,5,3,76
2164,91,English,5,4,71
2165,91,Afrikaans,8,1,79
2166,91,Afrikaans,8,2,83
2167,91,Afrikaans,8,3,83
2168,91,Afrikaans,8,4,90
2169,91,Mathematics,1,1,44
2170,91,Mathematics,1,2,51
2171,91,Mathematics,1,3,40
2172,91,Mathematics,1,4,42
2173,91,Life Science,15,1,53
2174,91,Life Science,15,2,49
2175,91,Life Science,15,3,40
2176,91,Life Science,15,4,41
2177,91,History,18,1,45
2178,91,History,18,2,49
2179,91,History,18,3,52
2180,91,History,18,4,46
2181,91,Information Technology,24,1,78
2182,91,Information Technology,24,2,79
2183,91,Information Technology,24,3,84
2184,91,Information Technology,24,4,83
2185,92,English,4,1,79
2186,92,English,4,2,80
2187,92,English,4,3,77
2188,92,English,4,4,67
2189,92,Afrikaans,9,1,64
2190,92,Afrikaans,9,2,61
2191,92,Afrikaans,9,3,63
2192,92,Afrikaans,9,4,62
2193,92,Mathematics,2,1,47
2194,92,Mathematics,2,2,52
2195,92,Mathematics,2,3,39
2196,92,Mathematics,2,4,45
2197,92,Geography,20,1,60
2198,92,Geography,20,2,67
2199,92,Geography,20,3,72
2200,92,Geography,20,4,70
2201,92,Physical Science,10,1,55
2202,92,Physical Science,10,2,70
2203,92,Physical Science,10,3,60
2204,92,Physical Science,10,4,62
2205,92,Accounting,27,1,54
2206,92,Accounting,27,2,51
2207,92,Accounting,27,3,46
2208,92,Accounting,27,4,51
2209,93,English,4,1,62
2210,93,English,4,2,66
2211,93,English,4,3,65
2212,93,English,4,4,63
2213,93,Afrikaans,8,1,49
2214,93,Afrikaans,8,2,39
2215,93,Afrikaans,8,3,46
2216,93,Afrikaans,8,4,43
2217,93,Mathematics,3,1,60
2218,93,Mathematics,3,2,67
2219,93,Mathematics,3,3,70
2220,93,Mathematics,3,4,58
2221,93,Accounting,26,1,49
2222,93,Accounting,26,2,51
2223,93,Accounting,26,3,52
2224,93,Accounting,26,4,50
2225,93,History,17,1,52
2226,93,History,17,2,48
2227,93,History,17,3,61
2228,93,History,17,4,49
2229,93,Geography,19,1,59
2230,93,Geography,19,2,65
2231,93,Geography,19,3,60
2232,93,Geography,19,4,63
2233,94,English,6,1,91
2234,94,English,6,2,86
2235,94,English,6,3,87
2236,94,English,6,4,80
2237,94,Afrikaans,9,1,55
2238,94,Afrikaans,9,2,61
2239,94,Afrikaans,9,3,54
2240,94,Afrikaans,9,4,58
2241,94,Mathematics,1,1,67
2242,94,Mathematics,1,2,66
2243,94,Mathematics,1,3,62
2244,94,Mathematics,1,4,61
2245,94,History,18,1,81
2246,94,History,18,2,88
2247,94,History,18,3,87
2248,94,History,18,4,90
2249,94,Information Technology,23,1,45
2250,94,Information Technology,23,2,55
2251,94,Information Technology,23,3,52
2252,94,Information Technology,23,4,52
2253,94,Geography,21,1,74
2254,94,Geography,21,2,77
2255,94,Geography,21,3,70
2256,94,Geography,21,4,76
2257,95,English,6,1,83
2258,95,English,6,2,83
2259,95,English,6,3,80
2260,95,English,6,4,78
2261,95,Afrikaans,7,1,71
2262,95,Afrikaans,7,2,73
2263,95,Afrikaans,7,3,70
2264,95,Afrikaans,7,4,76
2265,95,Mathematics,3,1,46
2266,95,Mathematics,3,2,48
2267,95,Mathematics,3,3,42
2268,95,Mathematics,3,4,42
2269,95,Geography,19,1,56
2270,95,Geography,19,2,40
2271,95,Geography,19,3,52
2272,95,Geography,19,4,46
2273,95,Physical Science,11,1,40
2274,95,Physical Science,11,2,47
2275,95,Physical Science,11,3,36
2276,95,Physical Science,11,4,43
2277,95,Information Technology,22,1,67
2278,95,Information Technology,22,2,69
2279,95,Information Technology,22,3,64
2280,95,Information Technology,22,4,74
2281,96,English,6,1,87
2282,96,English,6,2,73
2283,96,English,6,3,83
2284,96,English,6,4,82
2285,96,Afrikaans,8,1,69
2286,96,Afrikaans,8,2,76
2287,96,Afrikaans,8,3,74
2288,96,Afrikaans,8,4,85
2289,96,Mathematics,1,1,54
2290,96,Mathematics,1,2,45
2291,96,Mathematics,1,3,45
2292,96,Mathematics,1,4,44
2293,96,Geography,19,1,80
2294,96,Geography,19,2,70
2295,96,Geography,19,3,76
2296,96,Geography,19,4,84
2297,96,History,17,1,56
2298,96,History,17,2,62
2299,96,History,17,3,65
2300,96,History,17,4,61
2301,96,Information Technology,23,1,43
2302,96,Information Technology,23,2,53
2303,96,Information Technology,23,3,48
2304,96,Information Technology,23,4,49
2305,97,English,4,1,83
2306,97,English,4,2,70
2307,97,English,4,3,70
2308,97,English,4,4,79
2309,97,Afrikaans,8,1,59
2310,97,Afrikaans,8,2,51
2311,97,Afrikaans,8,3,51
2312,97,Afrikaans,8,4,48
2313,97,Mathematics,3,1,68
2314,97,Mathematics,3,2,67
2315,97,Mathematics,3,3,58
2316,97,Mathematics,3,4,72
2317,97,Physical Science,11,1,58
2318,97,Physical Science,11,2,53
2319,97,Physical Science,11,3,62
2320,97,Physical Science,11,4,58
2321,97,Accounting,26,1,67
2322,97,Accounting,26,2,71
2323,97,Accounting,26,3,71
2324,97,Accounting,26,4,56
2325,97,Life Science,13,1,74
2326,97,Life Science,13,2,84
2327,97,Life Science,13,3,75
2328,97,Life Science,13,4,77
2329,98,English,5,1,59
2330,98,English,5,2,51
2331,98,English,5,3,49
2332,98,English,5,4,47
2333,98,Afrikaans,9,1,53
2334,98,Afrikaans,9,2,59
2335,98,Afrikaans,9,3,51
2336,98,Afrikaans,9,4,55
2337,98,Mathematics,3,1,68
2338,98,Mathematics,3,2,61
2339,98,Mathematics,3,3,73
2340,98,Mathematics,3,4,73
2341,98,Accounting,26,1,70
2342,98,Accounting,26,2,69
2343,98,Accounting,26,3,77
2344,98,Accounting,26,4,64
2345,98,Information Technology,24,1,51
2346,98,Information Technology,24,2,54
2347,98,Information Technology,24,3,55
2348,98,Information Technology,24,4,54
2349,98,Physical Science,10,1,86
2350,98,Physical Science,10,2,71
2351,98,Physical Science,10,3,74
2352,98,Physical Science,10,4,71
2353,99,English,6,1,57
2354,99,English,6,2,54
2355,99,English,6,3,65
2356,99,English,6,4,61
2357,99,Afrikaans,9,1,75
2358,99,Afrikaans,9,2,84
2359,99,Afrikaans,9,3,77
2360,99,Afrikaans,9,4,81
2361,99,Mathematics,3,1,75
2362,99,Mathematics,3,2,75
2363,99,Mathematics,3,3,65
2364,99,Mathematics,3,4,67
2365,99,Accounting,27,1,64
2366,99,Accounting,27,2,65
2367,99,Accounting,27,3,76
2368,99,Accounting,27,4,68
2369,99,History,18,1,60
2370,99,History,18,2,64
2371,99,History,18,3,52
2372,99,History,18,4,57
2373,99,Physical Science,11,1,66
2374,99,Physical Science,11,2,58
2375,99,Physical Science,11,3,57
2376,99,Physical Science,11,4,54
2377,100,English,5,1,67
2378,100,English,5,2,67
2379,100,English,5,3,64
2380,100,English,5,4,55
2381,100,Afrikaans,7,1,78
2382,100,Afrikaans,7,2,80
2383,100,Afrikaans,7,3,90
2384,100,Afrikaans,7,4,76
2385,100,Mathematics,1,1,82
2386,100,Mathematics,1,2,69
2387,100,Mathematics,1,3,68
2388,100,Mathematics,1,4,81
2389,100,Life Science,13,1,46
2390,100,Life Science,13,2,59
2391,100,Life Science,13,3,62
2392,100,Life Science,13,4,59
2393,100,Geography,21,1,63
2394,100,Geography,21,2,78
2395,100,Geography,21,3,75
2396,100,Geography,21,4,69
2397,100,Information Technology,23,1,77
2398,100,Information Technology,23,2,76
2399,100,Information Technology,23,3,68
2400,100,Information Technology,23,4,78
2401,101,English,6,1,55
2402,101,English,6,2,62
2403,101,English,6,3,54
2404,101,English,6,4,49
2405,101,Afrikaans,7,1,68
2406,101,Afrikaans,7,2,63
2407,101,Afrikaans,7,3,61
2408,101,Afrikaans,7,4,55
2409,101,Mathematics,2,1,48
2410,101,Mathematics,2,2,35
2411,101,Mathematics,2,3,48
2412,101,Mathematics,2,4,32
2413,101,History,17,1,70
2414,101,History,17,2,74
2415,101,History,17,3,77
2416,101,History,17,4,75
2417,101,Life Science,15,1,48
2418,101,Life Science,15,2,57
2419,101,Life Science,15,3,52
2420,101,Life Science,15,4,52
2421,101,Geography,21,1,86
2422,101,Geography,21,2,84
2423,101,Geography,21,3,81
2424,101,Geography,21,4,85
2425,102,English,5,1,65
2426,102,English,5,2,67
2427,102,English,5,3,57
2428,102,English,5,4,63
2429,102,Afrikaans,7,1,87
2430,102,Afrikaans,7,2,80
2431,102,Afrikaans,7,3,81
2432,102,Afrikaans,7,4,83
2433,102,Mathematics,3,1,61
2434,102,Mathematics,3,2,60
2435,102,Mathematics,3,3,64
2436,102,Mathematics,3,4,71
2437,102,Accounting,27,1,47
2438,102,Accounting,27,2,50
2439,102,Accounting,27,3,60
2440,102,Accounting,27,4,56
2441,102,Geography,20,1,61
2442,102,Geography,20,2,65
2443,102,Geography,20,3,72
2444,102,Geography,20,4,60
2445,102,Physical Science,10,1,39
2446,102,Physical Science,10,2,50
2447,102,Physical Science,10,3,48
2448,102,Physical Science,10,4,37
2449,103,English,6,1,51
2450,103,English,6,2,50
2451,103,English,6,3,54
2452,103,English,6,4,45
2453,103,Afrikaans,9,1,76
2454,103,Afrikaans,9,2,87
2455,103,Afrikaans,9,3,87
2456,103,Afrikaans,9,4,91
2457,103,Mathematics,1,1,51
2458,103,Mathematics,1,2,55
2459,103,Mathematics,1,3,65
2460,103,Mathematics,1,4,64
2461,103,Geography,19,1,45
2462,103,Geography,19,2,55
2463,103,Geography,19,3,48
2464,103,Geography,19,4,45
2465,103,History,18,1,58
2466,103,History,18,2,58
2467,103,History,18,3,49
2468,103,History,18,4,47
2469,103,Accounting,26,1,47
2470,103,Accounting,26,2,43
2471,103,Accounting,26,3,36
2472,103,Accounting,26,4,41
2473,104,English,5,1,52
2474,104,English,5,2,56
2475,104,English,5,3,55
2476,104,English,5,4,56
2477,104,Afrikaans,9,1,68
2478,104,Afrikaans,9,2,78
2479,104,Afrikaans,9,3,62
2480,104,Afrikaans,9,4,64
2481,104,Mathematics,1,1,46
2482,104,Mathematics,1,2,48
2483,104,Mathematics,1,3,48
2484,104,Mathematics,1,4,45
2485,104,History,17,1,60
2486,104,History,17,2,68
2487,104,History,17,3,66
2488,104,History,17,4,54
2489,104,Accounting,26,1,55
2490,104,Accounting,26,2,63
2491,104,Accounting,26,3,66
2492,104,Accounting,26,4,53
2493,104,Physical Science,10,1,67
2494,104,Physical Science,10,2,81
2495,104,Physical Science,10,3,74
2496,104,Physical Science,10,4,75
2497,105,English,6,1,62
2498,105,English,6,2,54
2499,105,English,6,3,54
2500,105,English,6,4,60
2501,105,Afrikaans,8,1,76
2502,105,Afrikaans,8,2,68
2503,105,Afrikaans,8,3,71
2504,105,Afrikaans,8,4,75
2505,105,Mathematics,2,1,61
2506,105,Mathematics,2,2,76
2507,105,Mathematics,2,3,64
2508,105,Mathematics,2,4,69
2509,105,Life Science,13,1,54
2510,105,Life Science,13,2,49
2511,105,Life Science,13,3,49
2512,105,Life Science,13,4,52
2513,105,History,17,1,77
2514,105,History,17,2,82
2515,105,History,17,3,66
2516,105,History,17,4,74
2517,105,Geography,19,1,63
2518,105,Geography,19,2,56
2519,105,Geography,19,3,66
2520,105,Geography,19,4,64
2521,106,English,5,1,48
2522,106,English,5,2,58
2523,106,English,5,3,53
2524,106,English,5,4,54
2525,106,Afrikaans,7,1,58
2526,106,Afrikaans,7,2,55
2527,106,Afrikaans,7,3,56
2528,106,Afrikaans,7,4,65
2529,106,Mathematics,1,1,51
2530,106,Mathematics,1,2,51
2531,106,Mathematics,1,3,52
2532,106,Mathematics,1,4,50
2533,106,Accounting,26,1,54
2534,106,Accounting,26,2,55
2535,106,Accounting,26,3,59
2536,106,Accounting,26,4,52
2537,106,Geography,21,1,48
2538,106,Geography,21,2,47
2539,106,Geography,21,3,60
2540,106,Geography,21,4,45
2541,106,History,16,1,75
2542,106,History,16,2,89
2543,106,History,16,3,85
2544,106,History,16,4,84
2545,107,English,6,1,78
2546,107,English,6,2,85
2547,107,English,6,3,75
2548,107,English,6,4,86
2549,107,Afrikaans,8,1,66
2550,107,Afrikaans,8,2,61
2551,107,Afrikaans,8,3,58
2552,107,Afrikaans,8,4,55
2553,107,Mathematics,3,1,78
2554,107,Mathematics,3,2,80
2555,107,Mathematics,3,3,66
2556,107,Mathematics,3,4,81
2557,107,Accounting,27,1,68
2558,107,Accounting,27,2,61
2559,107,Accounting,27,3,70
2560,107,Accounting,27,4,59
2561,107,Geography,21,1,86
2562,107,Geography,21,2,82
2563,107,Geography,21,3,72
2564,107,Geography,21,4,72
2565,107,Physical Science,10,1,55
2566,107,Physical Science,10,2,46
2567,107,Physical Science,10,3,53
2568,107,Physical Science,10,4,54
2569,108,English,5,1,86
2570,108,English,5,2,83
2571,108,English,5,3,86
2572,108,English,5,4,85
2573,108,Afrikaans,7,1,69
2574,108,Afrikaans,7,2,64
2575,108,Afrikaans,7,3,65
2576,108,Afrikaans,7,4,59
2577,108,Mathematics,2,1,76
2578,108,Mathematics,2,2,69
2579,108,Mathematics,2,3,76
2580,108,Mathematics,2,4,74
2581,108,Geography,19,1,74
2582,108,Geography,19,2,70
2583,108,Geography,19,3,76
2584,108,Geography,19,4,67
2585,108,Physical Science,12,1,70
2586,108,Physical Science,12,2,73
2587,108,Physical Science,12,3,69
2588,108,Physical Science,12,4,74
2589,108,History,16,1,68
2590,108,History,16,2,67
2591,108,History,16,3,61
2592,108,History,16,4,59
2593,109,English,5,1,63
2594,109,English,5,2,48
2595,109,English,5,3,53
2596,109,English,5,4,61
2597,109,Afrikaans,9,1,72
2598,109,Afrikaans,9,2,84
2599,109,Afrikaans,9,3,78
2600,109,Afrikaans,9,4,83
2601,109,Mathematics,1,1,59
2602,109,Mathematics,1,2,52
2603,109,Mathematics,1,3,63
2604,109,Mathematics,1,4,54
2605,109,History,18,1,51
2606,109,History,18,2,56
2607,109,History,18,3,58
2608,109,History,18,4,65
2609,109,Accounting,26,1,77
2610,109,Accounting,26,2,88
2611,109,Accounting,26,3,84
2612,109,Accounting,26,4,82
2613,109,Physical Science,10,1,64
2614,109,Physical Science,10,2,61
2615,109,Physical Science,10,3,64
2616,109,Physical Science,10,4,53
2617,110,English,6,1,68
2618,110,English,6,2,76
2619,110,English,6,3,71
2620,110,English,6,4,70
2621,110,Afrikaans,9,1,66
2622,110,Afrikaans,9,2,65
2623,110,Afrikaans,9,3,71
2624,110,Afrikaans,9,4,70
2625,110,Mathematics,1,1,62
2626,110,Mathematics,1,2,72
2627,110,Mathematics,1,3,69
2628,110,Mathematics,1,4,74
2629,110,Geography,21,1,83
2630,110,Geography,21,2,84
2631,110,Geography,21,3,89
2632,110,Geography,21,4,92
2633,110,Information Technology,24,1,87
2634,110,Information Technology,24,2,77
2635,110,Information Technology,24,3,77
2636,110,Information Technology,24,4,80
2637,110,Physical Science,10,1,58
2638,110,Physical Science,10,2,61
2639,110,Physical Science,10,3,61
2640,110,Physical Science,10,4,60
2641,111,English,5,1,68
2642,111,English,5,2,64
2643,111,English,5,3,70
2644,111,English,5,4,67
2645,111,Afrikaans,7,1,90
2646,111,Afrikaans,7,2,88
2647,111,Afrikaans,7,3,87
2648,111,Afrikaans,7,4,79
2649,111,Mathematics,3,1,43
2650,111,Mathematics,3,2,47
2651,111,Mathematics,3,3,50
2652,111,Mathematics,3,4,51
2653,111,Accounting,26,1,45
2654,111,Accounting,26,2,44
2655,111,Accounting,26,3,51
2656,111,Accounting,26,4,42
2657,111,Information Technology,23,1,43
2658,111,Information Technology,23,2,56
2659,111,Information Technology,23,3,42
2660,111,Information Technology,23,4,41
2661,111,Geography,21,1,80
2662,111,Geography,21,2,66
2663,111,Geography,21,3,67
2664,111,Geography,21,4,72
2665,112,English,4,1,82
2666,112,English,4,2,80
2667,112,English,4,3,90
2668,112,English,4,4,87
2669,112,Afrikaans,7,1,58
2670,112,Afrikaans,7,2,60
2671,112,Afrikaans,7,3,65
2672,112,Afrikaans,7,4,55
2673,112,Mathematics,1,1,56
2674,112,Mathematics,1,2,45
2675,112,Mathematics,1,3,40
2676,112,Mathematics,1,4,41
2677,112,Geography,21,1,71
2678,112,Geography,21,2,76
2679,112,Geography,21,3,75
2680,112,Geography,21,4,69
2681,112,Physical Science,11,1,79
2682,112,Physical Science,11,2,69
2683,112,Physical Science,11,3,70
2684,112,Physical Science,11,4,79
2685,112,Life Science,15,1,91
2686,112,Life Science,15,2,94
2687,112,Life Science,15,3,87
2688,112,Life Science,15,4,89
2689,113,English,5,1,76
2690,113,English,5,2,71
2691,113,English,5,3,83
2692,113,English,5,4,78
2693,113,Afrikaans,8,1,73
2694,113,Afrikaans,8,2,68
2695,113,Afrikaans,8,3,64
2696,113,Afrikaans,8,4,69
2697,113,Mathematics,2,1,32
2698,113,Mathematics,2,2,48
2699,113,Mathematics,2,3,36
2700,113,Mathematics,2,4,43
2701,113,Information Technology,22,1,68
2702,113,Information Technology,22,2,53
2703,113,Information Technology,22,3,68
2704,113,Information Technology,22,4,68
2705,113,History,17,1,59
2706,113,History,17,2,72
2707,113,History,17,3,68
2708,113,History,17,4,66
2709,113,Geography,20,1,50
2710,113,Geography,20,2,45
2711,113,Geography,20,3,52
2712,113,Geography,20,4,52
2713,114,English,5,1,71
2714,114,English,5,2,69
2715,114,English,5,3,76
2716,114,English,5,4,76
2717,114,Afrikaans,7,1,59
2718,114,Afrikaans,7,2,53
2719,114,Afrikaans,7,3,64
2720,114,Afrikaans,7,4,58
2721,114,Mathematics,1,1,73
2722,114,Mathematics,1,2,74
2723,114,Mathematics,1,3,73
2724,114,Mathematics,1,4,78
2725,114,Accounting,25,1,48
2726,114,Accounting,25,2,51
2727,114,Accounting,25,3,50
2728,114,Accounting,25,4,55
2729,114,Geography,19,1,60
2730,114,Geography,19,2,60
2731,114,Geography,19,3,54
2732,114,Geography,19,4,61
2733,114,Physical Science,12,1,52
2734,114,Physical Science,12,2,42
2735,114,Physical Science,12,3,46
2736,114,Physical Science,12,4,43
2737,115,English,4,1,73
2738,115,English,4,2,78
2739,115,English,4,3,76
2740,115,English,4,4,82
2741,115,Afrikaans,7,1,58
2742,115,Afrikaans,7,2,68
2743,115,Afrikaans,7,3,54
2744,115,Afrikaans,7,4,61
2745,115,Mathematics,3,1,41
2746,115,Mathematics,3,2,37
2747,115,Mathematics,3,3,52
2748,115,Mathematics,3,4,43
2749,115,Life Science,13,1,72
2750,115,Life Science,13,2,68
2751,115,Life Science,13,3,74
2752,115,Life Science,13,4,70
2753,115,History,18,1,70
2754,115,History,18,2,79
2755,115,History,18,3,71
2756,115,History,18,4,73
2757,115,Accounting,26,1,45
2758,115,Accounting,26,2,49
2759,115,Accounting,26,3,39
2760,115,Accounting,26,4,52
2761,116,English,4,1,56
2762,116,English,4,2,58
2763,116,English,4,3,62
2764,116,English,4,4,50
2765,116,Afrikaans,9,1,51
2766,116,Afrikaans,9,2,56
2767,116,Afrikaans,9,3,58
2768,116,Afrikaans,9,4,51
2769,116,Mathematics,1,1,40
2770,116,Mathematics,1,2,48
2771,116,Mathematics,1,3,37
2772,116,Mathematics,1,4,50
