attendance_id,learner_id,term,days_possible,days_present,days_absent,attendance_rate
871,218,3,51,47,4,0.922
872,218,4,52,48,4,0.923
873,219,1,52,48,4,0.923
874,219,2,46,39,7,0.848
875,219,3,50,47,3,0.94
876,219,4,47,40,7,0.851
877,220,1,50,48,2,0.96
878,220,2,55,51,4,0.927
879,220,3,51,46,5,0.902
880,220,4,53,42,11,0.792
881,221,1,52,48,4,0.923
882,221,2,54,42,12,0.778
883,221,3,54,44,10,0.815
884,221,4,48,41,7,0.854
885,222,1,50,44,6,0.88
886,222,2,45,41,4,0.911
887,222,3,51,49,2,0.961
888,222,4,55,45,10,0.818
889,223,1,52,43,9,0.827
890,223,2,48,40,8,0.833
891,223,3,46,39,7,0.848
892,223,4,55,45,10,0.818
893,224,1,47,39,8,0.83
894,224,2,51,47,4,0.922
895,224,3,52,41,11,0.788
896,224,4,51,42,9,0.824
897,225,1,51,47,4,0.922
898,225,2,46,40,6,0.87
899,225,3,46,39,7,0.848
900,225,4,46,42,4,0.913
901,226,1,51,48,3,0.941
902,226,2,45,37,8,0.822
903,226,3,47,42,5,0.894
904,226,4,51,47,4,0.922
905,227,1,45,39,6,0.867
906,227,2,55,47,8,0.855
907,227,3,45,38,7,0.844
908,227,4,49,45,4,0.918
909,228,1,46,41,5,0.891
910,228,2,52,46,6,0.885
911,228,3,52,48,4,0.923
912,228,4,53,52,1,0.981
913,229,1,46,43,3,0.935
914,229,2,51,45,6,0.882
915,229,3,51,49,2,0.961
916,229,4,46,37,9,0.804
917,230,1,50,48,2,0.96
918,230,2,54,45,9,0.833
919,230,3,53,50,3,0.943
920,230,4,52,45,7,0.865
921,231,1,52,43,9,0.827
922,231,2,46,44,2,0.957
923,231,3,52,44,8,0.846
924,231,4,54,50,4,0.926
925,232,1,49,42,7,0.857
926,232,2,55,46,9,0.836
927,232,3,45,40,5,0.889
928,232,4,47,39,8,0.83
929,233,1,51,40,11,0.784
930,233,2,50,42,8,0.84
931,233,3,45,40,5,0.889
932,233,4,50,46,4,0.92
933,234,1,53,49,4,0.925
934,234,2,48,39,9,0.812
935,234,3,53,42,11,0.792
936,234,4,47,43,4,0.915
937,235,1,51,49,2,0.961
938,235,2,50,49,1,0.98
939,235,3,54,45,9,0.833
940,235,4,53,47,6,0.887
941,236,1,45,36,9,0.8
942,236,2,50,39,11,0.78
943,236,3,54,53,1,0.981
944,236,4,55,52,3,0.945
945,237,1,46,39,7,0.848
946,237,2,46,39,7,0.848
947,237,3,55,51,4,0.927
948,237,4,51,44,7,0.863
949,238,1,47,46,1,0.979
950,238,2,49,45,4,0.918
951,238,3,46,44,2,0.957
952,238,4,51,50,1,0.98
953,239,1,48,43,5,0.896
954,239,2,49,44,5,0.898
955,239,3,53,50,3,0.943
956,239,4,48,44,4,0.917
957,240,1,45,38,7,0.844
958,240,2,52,43,9,0.827
959,240,3,51,43,8,0.843
960,240,4,47,39,8,0.83
961,241,1,55,43,12,0.782
962,241,2,51,49,2,0.961
963,241,3,55,46,9,0.836
964,241,4,45,39,6,0.867
965,242,1,45,42,3,0.933
966,242,2,55,44,11,0.8
967,242,3,49,43,6,0.878
968,242,4,55,46,9,0.836
969,243,1,48,40,8,0.833
970,243,2,50,41,9,0.82
971,243,3,54,45,9,0.833
972,243,4,54,51,3,0.944
973,244,1,54,47,7,0.87
974,244,2,54,46,8,0.852
975,244,3,51,45,6,0.882
976,244,4,53,41,12,0.774
977,245,1,50,42,8,0.84
978,245,2,52,42,10,0.808
979,245,3,52,43,9,0.827
980,245,4,47,43,4,0.915
981,246,1,49,42,7,0.857
982,246,2,55,52,3,0.945
983,246,3,46,42,4,0.913
984,246,4,53,52,1,0.981
985,247,1,46,38,8,0.826
986,247,2,53,45,8,0.849
987,247,3,49,46,3,0.939
988,247,4,52,48,4,0.923
989,248,1,45,37,8,0.822
990,248,2,54,44,10,0.815
991,248,3,50,45,5,0.9
992,248,4,51,50,1,0.98
993,249,1,45,42,3,0.933
994,249,2,49,44,5,0.898
995,249,3,52,51,1,0.981
996,249,4,51,49,2,0.961
997,250,1,47,40,7,0.851
998,250,2,46,37,9,0.804
999,250,3,48,39,9,0.812
1000,250,4,46,41,5,0.891
1001,251,1,47,45,2,0.957
1002,251,2,51,45,6,0.882
1003,251,3,50,47,3,0.94
1004,251,4,51,49,2,0.961
1005,252,1,49,41,8,0.837
1006,252,2,50,45,5,0.9
1007,252,3,55,53,2,0.964
1008,252,4,55,51,4,0.927
1009,253,1,50,44,6,0.88
1010,253,2,53,45,8,0.849
1011,253,3,51,45,6,0.882
1012,253,4,52,44,8,0.846
1013,254,1,52,42,10,0.808
1014,254,2,47,40,7,0.851
1015,254,3,45,40,5,0.889
1016,254,4,50,47,3,0.94
1017,255,1,55,45,10,0.818
1018,255,2,46,39,7,0.848
1019,255,3,55,47,8,0.855
1020,255,4,51,44,7,0.863
1021,256,1,55,43,12,0.782
1022,256,2,48,39,9,0.812
1023,256,3,54,48,6,0.889
1024,256,4,46,41,5,0.891
1025,257,1,51,49,2,0.961
1026,257,2,50,45,5,0.9
1027,257,3,47,42,5,0.894
1028,257,4,52,48,4,0.923
1029,258,1,50,39,11,0.78
1030,258,2,54,52,2,0.963
1031,258,3,55,47,8,0.855
1032,258,4,53,50,3,0.943
1033,259,1,47,41,6,0.872
1034,259,2,48,39,9,0.812
1035,259,3,48,41,7,0.854
1036,259,4,49,39,10,0.796
1037,260,1,45,37,8,0.822
1038,260,2,52,45,7,0.865
1039,260,3,55,50,5,0.909
1040,260,4,48,45,3,0.938
1041,261,1,52,46,6,0.885
1042,261,2,46,43,3,0.935
1043,261,3,50,48,2,0.96
1044,261,4,47,39,8,0.83
1045,262,1,46,36,10,0.783
1046,262,2,45,41,4,0.911
1047,262,3,51,49,2,0.961
1048,262,4,52,50,2,0.962
1049,263,1,46,43,3,0.935
1050,263,2,49,47,2,0.959
1051,263,3,53,43,10,0.811
1052,263,4,54,49,5,0.907
1053,264,1,53,49,4,0.925
1054,264,2,52,46,6,0.885
1055,264,3,45,38,7,0.844
1056,264,4,51,48,3,0.941
1057,265,1,45,38,7,0.844
1058,265,2,53,48,5,0.906
1059,265,3,52,45,7,0.865
1060,265,4,46,37,9,0.804
1061,266,1,49,46,3,0.939
1062,266,2,54,50,4,0.926
1063,266,3,46,43,3,0.935
1064,266,4,50,43,7,0.86
1065,267,1,50,40,10,0.8
1066,267,2,48,45,3,0.938
1067,267,3,48,40,8,0.833
1068,267,4,50,45,5,0.9
1069,268,1,46,40,6,0.87
1070,268,2,52,48,4,0.923
1071,268,3,49,42,7,0.857
1072,268,4,52,44,8,0.846
1073,269,1,52,48,4,0.923
1074,269,2,54,45,9,0.833
1075,269,3,45,42,3,0.933
1076,269,4,47,42,5,0.894
1077,270,1,45,37,8,0.822
1078,270,2,50,45,5,0.9
1079,270,3,49,41,8,0.837
1080,270,4,47,42,5,0.894
1081,271,1,49,43,6,0.878
1082,271,2,52,48,4,0.923
1083,271,3,47,44,3,0.936
1084,271,4,47,38,9,0.809
1085,272,1,49,47,2,0.959
1086,272,2,49,44,5,0.898
1087,272,3,45,43,2,0.956
1088,272,4,54,45,9,0.833
1089,273,1,54,42,12,0.778
1090,273,2,50,46,4,0.92
1091,273,3,53,46,7,0.868
1092,273,4,54,52,2,0.963
1093,274,1,50,45,5,0.9
1094,274,2,54,51,3,0.944
1095,274,3,50,44,6,0.88
1096,274,4,51,49,2,0.961
1097,275,1,52,47,5,0.904
1098,275,2,53,46,7,0.868
1099,275,3,52,50,2,0.962
1100,275,4,45,41,4,0.911
1101,276,1,46,39,7,0.848
1102,276,2,49,40,9,0.816
1103,276,3,47,39,8,0.83
1104,276,4,46,42,4,0.913
1105,277,1,50,44,6,0.88
1106,277,2,54,52,2,0.963
1107,277,3,45,43,2,0.956
1108,277,4,53,51,2,0.962
1109,278,1,48,41,7,0.854
1110,278,2,45,39,6,0.867
1111,278,3,46,45,1,0.978
1112,278,4,53,42,11,0.792
1113,279,1,53,52,1,0.981
1114,279,2,53,51,2,0.962
1115,279,3,45,39,6,0.867
1116,279,4,53,44,9,0.83
1117,280,1,49,46,3,0.939
1118,280,2,47,43,4,0.915
1119,280,3,55,52,3,0.945
1120,280,4,48,44,4,0.917
1121,281,1,52,42,10,0.808
1122,281,2,54,45,9,0.833
1123,281,3,49,39,10,0.796
1124,281,4,48,44,4,0.917
1125,282,1,46,44,2,0.957
1126,282,2,47,42,5,0.894
1127,282,3,45,37,8,0.822
1128,282,4,48,43,5,0.896
1129,283,1,54,47,7,0.87
1130,283,2,46,41,5,0.891
1131,283,3,45,38,7,0.844
1132,283,4,55,44,11,0.8
1133,284,1,52,42,10,0.808
1134,284,2,46,40,6,0.87
1135,284,3,46,41,5,0.891
1136,284,4,48,43,5,0.896
1137,285,1,49,44,5,0.898
1138,285,2,54,47,7,0.87
1139,285,3,46,43,3,0.935
1140,285,4,52,49,3,0.942
1141,286,1,48,43,5,0.896
1142,286,2,55,50,5,0.909
1143,286,3,52,51,1,0.981
1144,286,4,49,46,3,0.939
1145,287,1,54,45,9,0.833
1146,287,2,55,45,10,0.818
1147,287,3,53,46,7,0.868
1148,287,4,49,48,1,0.98
1149,288,1,49,41,8,0.837
1150,288,2,53,44,9,0.83
1151,288,3,49,45,4,0.918
1152,288,4,53,45,8,0.849
1153,289,1,52,42,10,0.808
1154,289,2,47,41,6,0.872
1155,289,3,50,48,2,0.96
1156,289,4,53,46,7,0.868
1157,290,1,47,38,9,0.809
1158,290,2,51,47,4,0.922
1159,290,3,46,44,2,0.957
1160,290,4,52,44,8,0.846
1161,291,1,55,49,6,0.891
1162,291,2,47,38,9,0.809
1163,291,3,46,43,3,0.935
1164,291,4,48,40,8,0.833
1165,292,1,49,41,8,0.837
1166,292,2,53,46,7,0.868
1167,292,3,55,46,9,0.836
1168,292,4,54,44,10,0.815
1169,293,1,55,45,10,0.818
1170,293,2,47,38,9,0.809
1171,293,3,51,48,3,0.941
1172,293,4,47,42,5,0.894
1173,294,1,47,40,7,0.851
1174,294,2,53,52,1,0.981
1175,294,3,55,49,6,0.891
1176,294,4,51,48,3,0.941
1177,295,1,49,40,9,0.816
1178,295,2,49,43,6,0.878
1179,295,3,49,42,7,0.857
1180,295,4,49,41,8,0.837
1181,296,1,50,47,3,0.94
1182,296,2,50,43,7,0.86
1183,296,3,51,46,5,0.902
1184,296,4,51,40,11,0.784
1185,297,1,51,40,11,0.784
1186,297,2,51,43,8,0.843
1187,297,3,47,46,1,0.979
1188,297,4,49,38,11,0.776
1189,298,1,48,39,9,0.812
1190,298,2,49,41,8,0.837
1191,298,3,50,39,11,0.78
1192,298,4,51,48,3,0.941
1193,299,1,50,45,5,0.9
1194,299,2,48,45,3,0.938
1195,299,3,54,48,6,0.889
1196,299,4,49,39,10,0.796
1197,300,1,48,39,9,0.812
1198,300,2,52,50,2,0.962
1199,300,3,54,47,7,0.87
1200,300,4,45,42,3,0.933
