enrolment_id,learner_id,subject,teacher_id
1269,212,Mathematics,3
1270,212,History,18
1271,212,Life Science,14
1272,212,Physical Science,11
1273,213,English,4
1274,213,Afrikaans,7
1275,213,Mathematics,2
1276,213,History,16
1277,213,Life Science,15
1278,213,Information Technology,24
1279,214,English,4
1280,214,Afrikaans,8
1281,214,Mathematics,1
1282,214,Information Technology,24
1283,214,History,17
1284,214,Life Science,14
1285,215,English,4
1286,215,Afrikaans,8
1287,215,Mathematics,2
1288,215,Physical Science,11
1289,215,Accounting,25
1290,215,Life Science,13
1291,216,English,5
1292,216,Afrikaans,8
1293,216,Mathematics,3
1294,216,Physical Science,12
1295,216,History,17
1296,216,Life Science,14
1297,217,English,6
1298,217,Afrikaans,7
1299,217,Mathematics,1
1300,217,Information Technology,24
1301,217,History,17
1302,217,Physical Science,11
1303,218,English,4
1304,218,Afrikaans,7
1305,218,Mathematics,1
1306,218,Life Science,13
1307,218,History,18
1308,218,Physical Science,10
1309,219,English,5
1310,219,Afrikaans,9
1311,219,Mathematics,1
1312,219,Life Science,14
1313,219,Geography,19
1314,219,Physical Science,12
1315,220,English,6
1316,220,Afrikaans,8
1317,220,Mathematics,2
1318,220,Accounting,25
1319,220,Physical Science,11
1320,220,Geography,20
1321,221,English,6
1322,221,Afrikaans,8
1323,221,Mathematics,3
1324,221,Geography,19
1325,221,History,17
1326,221,Physical Science,12
1327,222,English,5
1328,222,Afrikaans,7
1329,222,Mathematics,3
1330,222,Geography,19
1331,222,Information Technology,24
1332,222,Life Science,14
1333,223,English,6
1334,223,Afrikaans,9
1335,223,Mathematics,3
1336,223,Information Technology,23
1337,223,Physical Science,11
1338,223,History,17
1339,224,English,4
1340,224,Afrikaans,8
1341,224,Mathematics,3
1342,224,Geography,19
1343,224,Physical Science,12
1344,224,Information Technology,22
1345,225,English,6
1346,225,Afrikaans,9
1347,225,Mathematics,2
1348,225,Geography,19
1349,225,Accounting,25
1350,225,Information Technology,22
1351,226,English,5
1352,226,Afrikaans,7
1353,226,Mathematics,2
1354,226,Accounting,25
1355,226,Physical Science,12
1356,226,Geography,20
1357,227,English,6
1358,227,Afrikaans,9
1359,227,Mathematics,2
1360,227,Accounting,27
1361,227,Geography,20
1362,227,Physical Science,10
1363,228,English,6
1364,228,Afrikaans,9
1365,228,Mathematics,3
1366,228,Physical Science,11
1367,228,History,16
1368,228,Life Science,14
1369,229,English,5
1370,229,Afrikaans,8
1371,229,Mathematics,1
1372,229,Physical Science,11
1373,229,Life Science,14
1374,229,History,18
1375,230,English,6
1376,230,Afrikaans,9
1377,230,Mathematics,3
1378,230,Information Technology,23
1379,230,Accounting,26
1380,230,History,16
1381,231,English,6
1382,231,Afrikaans,8
1383,231,Mathematics,3
1384,231,Geography,20
1385,231,Information Technology,24
1386,231,History,16
1387,232,English,5
1388,232,Afrikaans,9
1389,232,Mathematics,2
1390,232,Geography,20
1391,232,Information Technology,24
1392,232,Accounting,27
1393,233,English,5
1394,233,Afrikaans,7
1395,233,Mathematics,3
1396,233,Physical Science,12
1397,233,Accounting,26
1398,233,Life Science,15
1399,234,English,4
1400,234,Afrikaans,8
1401,234,Mathematics,1
1402,234,Geography,21
1403,234,Accounting,25
1404,234,Life Science,13
1405,235,English,5
1406,235,Afrikaans,8
1407,235,Mathematics,2
1408,235,Geography,21
1409,235,History,18
1410,235,Accounting,25
1411,236,English,5
1412,236,Afrikaans,9
1413,236,Mathematics,3
1414,236,Geography,20
1415,236,Accounting,26
1416,236,Physical Science,12
1417,237,English,6
1418,237,Afrikaans,9
1419,237,Mathematics,1
1420,237,History,16
1421,237,Geography,21
1422,237,Accounting,26
1423,238,English,5
1424,238,Afrikaans,9
1425,238,Mathematics,2
1426,238,Accounting,27
1427,238,History,17
1428,238,Information Technology,22
1429,239,English,6
1430,239,Afrikaans,7
1431,239,Mathematics,2
1432,239,Life Science,15
1433,239,Geography,19
1434,239,Physical Science,10
1435,240,English,5
1436,240,Afrikaans,8
1437,240,Mathematics,1
1438,240,Physical Science,11
1439,240,Accounting,25
1440,240,Information Technology,22
1441,241,English,5
1442,241,Afrikaans,7
1443,241,Mathematics,3
1444,241,Geography,20
1445,241,Physical Science,12
1446,241,History,17
1447,242,English,4
1448,242,Afrikaans,9
1449,242,Mathematics,2
1450,242,Life Science,15
1451,242,Information Technology,23
1452,242,Physical Science,11
1453,243,English,4
1454,243,Afrikaans,9
1455,243,Mathematics,1
1456,243,Information Technology,24
1457,243,Accounting,27
1458,243,History,18
1459,244,English,4
1460,244,Afrikaans,7
1461,244,Mathematics,3
1462,244,Accounting,27
1463,244,Physical Science,12
1464,244,Geography,21
1465,245,English,5
1466,245,Afrikaans,9
1467,245,Mathematics,3
1468,245,History,17
1469,245,Geography,20
1470,245,Physical Science,11
1471,246,English,4
1472,246,Afrikaans,9
1473,246,Mathematics,1
1474,246,History,18
1475,246,Information Technology,22
1476,246,Accounting,25
1477,247,English,5
1478,247,Afrikaans,7
1479,247,Mathematics,3
1480,247,History,17
1481,247,Physical Science,10
1482,247,Life Science,14
1483,248,English,6
1484,248,Afrikaans,7
1485,248,Mathematics,1
1486,248,Life Science,15
1487,248,Geography,19
1488,248,Accounting,26
1489,249,English,4
1490,249,Afrikaans,8
1491,249,Mathematics,2
1492,249,Physical Science,10
1493,249,History,16
1494,249,Information Technology,24
1495,250,English,5
1496,250,Afrikaans,7
1497,250,Mathematics,3
1498,250,Physical Science,10
1499,250,History,16
1500,250,Life Science,14
1501,251,English,6
1502,251,Afrikaans,7
1503,251,Mathematics,3
1504,251,Geography,19
1505,251,Information Technology,24
1506,251,Physical Science,11
1507,252,English,4
1508,252,Afrikaans,8
1509,252,Mathematics,2
1510,252,Information Technology,23
1511,252,History,16
1512,252,Physical Science,12
1513,253,English,5
1514,253,Afrikaans,8
1515,253,Mathematics,3
1516,253,Life Science,15
1517,253,History,17
1518,253,Information Technology,23
1519,254,English,6
1520,254,Afrikaans,8
1521,254,Mathematics,1
1522,254,History,17
1523,254,Accounting,25
1524,254,Physical Science,11
1525,255,English,4
1526,255,Afrikaans,8
1527,255,Mathematics,2
1528,255,Life Science,15
1529,255,Accounting,25
1530,255,Geography,19
1531,256,English,5
1532,256,Afrikaans,8
1533,256,Mathematics,1
1534,256,Physical Science,12
1535,256,Life Science,15
1536,256,Accounting,26
1537,257,English,5
1538,257,Afrikaans,8
1539,257,Mathematics,3
1540,257,Physical Science,12
1541,257,Information Technology,24
1542,257,Life Science,14
1543,258,English,6
1544,258,Afrikaans,8
1545,258,Mathematics,2
1546,258,Geography,20
1547,258,Accounting,26
1548,258,Information Technology,23
1549,259,English,6
1550,259,Afrikaans,8
1551,259,Mathematics,1
1552,259,History,16
1553,259,Life Science,13
1554,259,Accounting,25
1555,260,English,5
1556,260,Afrikaans,7
1557,260,Mathematics,2
1558,260,History,16
1559,260,Accounting,27
1560,260,Physical Science,12
1561,261,English,6
1562,261,Afrikaans,8
1563,261,Mathematics,3
1564,261,Physical Science,10
1565,261,Life Science,15
1566,261,Information Technology,22
1567,262,English,5
1568,262,Afrikaans,7
1569,262,Mathematics,3
1570,262,Information Technology,22
1571,262,Physical Science,12
1572,262,Accounting,27
1573,263,English,5
1574,263,Afrikaans,7
1575,263,Mathematics,3
1576,263,History,17
1577,263,Geography,19
1578,263,Information Technology,23
1579,264,English,6
1580,264,Afrikaans,7
1581,264,Mathematics,3
1582,264,Geography,20
1583,264,Information Technology,23
1584,264,Accounting,25
1585,265,English,6
1586,265,Afrikaans,8
1587,265,Mathematics,1
1588,265,Geography,20
1589,265,History,17
1590,265,Life Science,14
1591,266,English,5
1592,266,Afrikaans,9
1593,266,Mathematics,2
1594,266,Information Technology,24
1595,266,Physical Science,12
1596,266,History,17
1597,267,English,5
1598,267,Afrikaans,7
1599,267,Mathematics,3
1600,267,Geography,19
1601,267,Physical Science,10
1602,267,History,18
1603,268,English,4
1604,268,Afrikaans,9
1605,268,Mathematics,1
1606,268,Accounting,27
1607,268,Information Technology,23
1608,268,Geography,21
1609,269,English,5
1610,269,Afrikaans,8
1611,269,Mathematics,2
1612,269,Information Technology,23
1613,269,History,17
1614,269,Physical Science,12
1615,270,English,6
1616,270,Afrikaans,8
1617,270,Mathematics,1
1618,270,Life Science,15
1619,270,Geography,19
1620,270,Physical Science,12
1621,271,English,5
1622,271,Afrikaans,7
1623,271,Mathematics,2
1624,271,Physical Science,12
1625,271,Life Science,15
1626,271,History,18
1627,272,English,6
1628,272,Afrikaans,8
1629,272,Mathematics,2
1630,272,Life Science,13
1631,272,Accounting,26
1632,272,History,16
1633,273,English,6
1634,273,Afrikaans,7
1635,273,Mathematics,2
1636,273,History,18
1637,273,Accounting,27
1638,273,Physical Science,10
1639,274,English,4
1640,274,Afrikaans,7
1641,274,Mathematics,1
1642,274,Physical Science,11
1643,274,Geography,21
1644,274,Information Technology,23
1645,275,English,6
1646,275,Afrikaans,7
1647,275,Mathematics,3
1648,275,Life Science,13
1649,275,Accounting,27
1650,275,Geography,21
1651,276,English,6
1652,276,Afrikaans,7
1653,276,Mathematics,2
1654,276,Information Technology,23
1655,276,Life Science,13
1656,276,History,16
1657,277,English,5
1658,277,Afrikaans,7
1659,277,Mathematics,2
1660,277,Physical Science,10
1661,277,Geography,21
1662,277,Accounting,27
1663,278,English,4
1664,278,Afrikaans,7
1665,278,Mathematics,2
1666,278,Geography,20
1667,278,Physical Science,12
1668,278,Accounting,26
1669,279,English,5
1670,279,Afrikaans,9
1671,279,Mathematics,1
1672,279,Physical Science,11
1673,279,History,17
1674,279,Geography,20
1675,280,English,4
1676,280,Afrikaans,7
1677,280,Mathematics,2
1678,280,Information Technology,24
1679,280,Geography,20
1680,280,Accounting,26
1681,281,English,5
1682,281,Afrikaans,8
1683,281,Mathematics,3
1684,281,History,16
1685,281,Physical Science,12
1686,281,Geography,20
1687,282,English,5
1688,282,Afrikaans,8
1689,282,Mathematics,3
1690,282,Physical Science,12
1691,282,History,17
1692,282,Life Science,14
1693,283,English,4
1694,283,Afrikaans,9
1695,283,Mathematics,1
1696,283,Information Technology,24
1697,283,Geography,19
1698,283,History,17
1699,284,English,5
1700,284,Afrikaans,8
1701,284,Mathematics,1
1702,284,Physical Science,10
1703,284,Geography,19
1704,284,Accounting,27
1705,285,English,4
1706,285,Afrikaans,7
1707,285,Mathematics,3
1708,285,Life Science,14
1709,285,Geography,21
1710,285,Information Technology,24
1711,286,English,6
1712,286,Afrikaans,8
1713,286,Mathematics,3
1714,286,Information Technology,23
1715,286,Physical Science,10
1716,286,Geography,20
1717,287,English,4
1718,287,Afrikaans,9
1719,287,Mathematics,3
1720,287,History,17
1721,287,Accounting,26
1722,287,Life Science,15
1723,288,English,4
1724,288,Afrikaans,9
1725,288,Mathematics,1
1726,288,History,17
1727,288,Life Science,14
1728,288,Physical Science,12
1729,289,English,4
1730,289,Afrikaans,9
1731,289,Mathematics,3
1732,289,Information Technology,23
1733,289,Physical Science,11
1734,289,Life Science,13
1735,290,English,4
1736,290,Afrikaans,9
1737,290,Mathematics,2
1738,290,History,16
1739,290,Accounting,26
1740,290,Life Science,14
1741,291,English,6
1742,291,Afrikaans,9
1743,291,Mathematics,3
1744,291,Life Science,13
1745,291,Physical Science,10
1746,291,Accounting,25
1747,292,English,4
1748,292,Afrikaans,8
1749,292,Mathematics,2
1750,292,History,18
1751,292,Life Science,15
1752,292,Information Technology,23
1753,293,English,6
1754,293,Afrikaans,8
1755,293,Mathematics,1
1756,293,Information Technology,22
1757,293,Life Science,13
1758,293,Physical Science,11
1759,294,English,6
1760,294,Afrikaans,8
1761,294,Mathematics,3
1762,294,Life Science,15
1763,294,Geography,20
1764,294,Information Technology,22
1765,295,English,6
1766,295,Afrikaans,7
1767,295,Mathematics,1
1768,295,Information Technology,22
1769,295,Accounting,26
1770,295,Geography,20
1771,296,English,6
1772,296,Afrikaans,8
1773,296,Mathematics,3
1774,296,Accounting,27
1775,296,Information Technology,23
1776,296,History,16
1777,297,English,4
1778,297,Afrikaans,7
1779,297,Mathematics,3
1780,297,Accounting,26
1781,297,History,18
1782,297,Life Science,15
1783,298,English,5
1784,298,Afrikaans,9
1785,298,Mathematics,2
1786,298,Geography,21
1787,298,Physical Science,10
1788,298,Accounting,27
1789,299,English,5
1790,299,Afrikaans,7
1791,299,Mathematics,1
1792,299,Geography,20
1793,299,History,16
1794,299,Information Technology,22
1795,300,English,4
1796,300,Afrikaans,9
1797,300,Mathematics,1
1798,300,Information Technology,23
1799,300,Physical Science,11
1800,300,History,16
