attendance_id,learner_id,term,days_possible,days_present,days_absent,attendance_rate,attendance_category
588,147,4,51,40,11,0.784,High Attendance Risk
589,148,1,50,42,8,0.84,Attendance Concern
590,148,2,50,43,7,0.86,Attendance Concern
591,148,3,52,45,7,0.865,Attendance Concern
592,148,4,49,47,2,0.959,Good Attendance
593,149,1,49,43,6,0.878,Attendance Concern
594,149,2,48,41,7,0.854,Attendance Concern
595,149,3,45,38,7,0.844,Attendance Concern
596,149,4,51,42,9,0.824,Attendance Concern
597,150,1,47,42,5,0.894,Attendance Concern
598,150,2,55,44,11,0.8,Attendance Concern
599,150,3,54,49,5,0.907,Good Attendance
600,150,4,47,42,5,0.894,Attendance Concern
601,151,1,45,44,1,0.978,Good Attendance
602,151,2,45,42,3,0.933,Good Attendance
603,151,3,46,43,3,0.935,Good Attendance
604,151,4,50,48,2,0.96,Good Attendance
605,152,1,53,42,11,0.792,High Attendance Risk
606,152,2,45,40,5,0.889,Attendance Concern
607,152,3,50,44,6,0.88,Attendance Concern
608,152,4,47,45,2,0.957,Good Attendance
609,153,1,51,49,2,0.961,Good Attendance
610,153,2,48,40,8,0.833,Attendance Concern
611,153,3,47,45,2,0.957,Good Attendance
612,153,4,50,43,7,0.86,Attendance Concern
613,154,1,53,49,4,0.925,Good Attendance
614,154,2,45,35,10,0.778,High Attendance Risk
615,154,3,45,42,3,0.933,Good Attendance
616,154,4,53,42,11,0.792,High Attendance Risk
617,155,1,51,48,3,0.941,Good Attendance
618,155,2,45,37,8,0.822,Attendance Concern
619,155,3,49,38,11,0.776,High Attendance Risk
620,155,4,55,51,4,0.927,Good Attendance
621,156,1,48,38,10,0.792,High Attendance Risk
622,156,2,46,43,3,0.935,Good Attendance
623,156,3,51,46,5,0.902,Good Attendance
624,156,4,47,44,3,0.936,Good Attendance
625,157,1,49,47,2,0.959,Good Attendance
626,157,2,46,37,9,0.804,Attendance Concern
627,157,3,51,40,11,0.784,High Attendance Risk
628,157,4,53,48,5,0.906,Good Attendance
629,158,1,47,38,9,0.809,Attendance Concern
630,158,2,54,51,3,0.944,Good Attendance
631,158,3,48,45,3,0.938,Good Attendance
632,158,4,49,46,3,0.939,Good Attendance
633,159,1,51,45,6,0.882,Attendance Concern
634,159,2,45,38,7,0.844,Attendance Concern
635,159,3,52,43,9,0.827,Attendance Concern
636,159,4,49,48,1,0.98,Good Attendance
637,160,1,54,47,7,0.87,Attendance Concern
638,160,2,49,42,7,0.857,Attendance Concern
639,160,3,48,47,1,0.979,Good Attendance
640,160,4,53,44,9,0.83,Attendance Concern
641,161,1,49,47,2,0.959,Good Attendance
642,161,2,53,47,6,0.887,Attendance Concern
643,161,3,51,40,11,0.784,High Attendance Risk
644,161,4,52,48,4,0.923,Good Attendance
645,162,1,50,47,3,0.94,Good Attendance
646,162,2,46,40,6,0.87,Attendance Concern
647,162,3,54,53,1,0.981,Good Attendance
648,162,4,51,48,3,0.941,Good Attendance
649,163,1,52,44,8,0.846,Attendance Concern
650,163,2,54,43,11,0.796,High Attendance Risk
651,163,3,49,41,8,0.837,Attendance Concern
652,163,4,55,54,1,0.982,Good Attendance
653,164,1,46,41,5,0.891,Attendance Concern
654,164,2,48,46,2,0.958,Good Attendance
655,164,3,52,47,5,0.904,Good Attendance
656,164,4,46,37,9,0.804,Attendance Concern
657,165,1,54,51,3,0.944,Good Attendance
658,165,2,53,49,4,0.925,Good Attendance
659,165,3,54,50,4,0.926,Good Attendance
660,165,4,45,42,3,0.933,Good Attendance
661,166,1,49,42,7,0.857,Attendance Concern
662,166,2,50,47,3,0.94,Good Attendance
663,166,3,45,38,7,0.844,Attendance Concern
664,166,4,54,49,5,0.907,Good Attendance
665,167,1,45,38,7,0.844,Attendance Concern
666,167,2,48,45,3,0.938,Good Attendance
667,167,3,52,46,6,0.885,Attendance Concern
668,167,4,50,49,1,0.98,Good Attendance
669,168,1,48,41,7,0.854,Attendance Concern
670,168,2,52,46,6,0.885,Attendance Concern
671,168,3,46,44,2,0.957,Good Attendance
672,168,4,51,47,4,0.922,Good Attendance
673,169,1,51,41,10,0.804,Attendance Concern
674,169,2,45,37,8,0.822,Attendance Concern
675,169,3,46,37,9,0.804,Attendance Concern
676,169,4,52,50,2,0.962,Good Attendance
677,170,1,46,36,10,0.783,High Attendance Risk
678,170,2,51,45,6,0.882,Attendance Concern
679,170,3,55,52,3,0.945,Good Attendance
680,170,4,52,42,10,0.808,Attendance Concern
681,171,1,53,46,7,0.868,Attendance Concern
682,171,2,45,38,7,0.844,Attendance Concern
683,171,3,51,50,1,0.98,Good Attendance
684,171,4,55,46,9,0.836,Attendance Concern
685,172,1,50,45,5,0.9,Good Attendance
686,172,2,50,45,5,0.9,Good Attendance
687,172,3,47,38,9,0.809,Attendance Concern
688,172,4,53,49,4,0.925,Good Attendance
689,173,1,54,52,2,0.963,Good Attendance
690,173,2,50,44,6,0.88,Attendance Concern
691,173,3,49,43,6,0.878,Attendance Concern
692,173,4,48,46,2,0.958,Good Attendance
693,174,1,47,38,9,0.809,Attendance Concern
694,174,2,52,41,11,0.788,High Attendance Risk
695,174,3,51,42,9,0.824,Attendance Concern
696,174,4,52,41,11,0.788,High Attendance Risk
697,175,1,45,38,7,0.844,Attendance Concern
698,175,2,48,39,9,0.812,Attendance Concern
699,175,3,46,41,5,0.891,Attendance Concern
700,175,4,50,40,10,0.8,Attendance Concern
701,176,1,54,47,7,0.87,Attendance Concern
702,176,2,47,37,10,0.787,High Attendance Risk
703,176,3,55,49,6,0.891,Attendance Concern
704,176,4,48,41,7,0.854,Attendance Concern
705,177,1,45,43,2,0.956,Good Attendance
706,177,2,49,41,8,0.837,Attendance Concern
707,177,3,51,46,5,0.902,Good Attendance
708,177,4,49,42,7,0.857,Attendance Concern
709,178,1,51,49,2,0.961,Good Attendance
710,178,2,53,47,6,0.887,Attendance Concern
711,178,3,55,45,10,0.818,Attendance Concern
712,178,4,54,44,10,0.815,Attendance Concern
713,179,1,48,40,8,0.833,Attendance Concern
714,179,2,49,44,5,0.898,Attendance Concern
715,179,3,47,44,3,0.936,Good Attendance
716,179,4,54,49,5,0.907,Good Attendance
717,180,1,51,43,8,0.843,Attendance Concern
718,180,2,54,49,5,0.907,Good Attendance
719,180,3,54,49,5,0.907,Good Attendance
720,180,4,52,43,9,0.827,Attendance Concern
721,181,1,45,42,3,0.933,Good Attendance
722,181,2,48,38,10,0.792,High Attendance Risk
723,181,3,54,44,10,0.815,Attendance Concern
724,181,4,47,41,6,0.872,Attendance Concern
725,182,1,45,38,7,0.844,Attendance Concern
726,182,2,45,36,9,0.8,Attendance Concern
727,182,3,52,45,7,0.865,Attendance Concern
728,182,4,52,44,8,0.846,Attendance Concern
729,183,1,53,49,4,0.925,Good Attendance
730,183,2,48,43,5,0.896,Attendance Concern
731,183,3,51,48,3,0.941,Good Attendance
732,183,4,52,44,8,0.846,Attendance Concern
733,184,1,53,45,8,0.849,Attendance Concern
734,184,2,46,44,2,0.957,Good Attendance
735,184,3,48,47,1,0.979,Good Attendance
736,184,4,55,52,3,0.945,Good Attendance
737,185,1,47,45,2,0.957,Good Attendance
738,185,2,53,46,7,0.868,Attendance Concern
739,185,3,49,45,4,0.918,Good Attendance
740,185,4,53,51,2,0.962,Good Attendance
741,186,1,55,47,8,0.855,Attendance Concern
742,186,2,45,43,2,0.956,Good Attendance
743,186,3,52,49,3,0.942,Good Attendance
744,186,4,50,46,4,0.92,Good Attendance
745,187,1,48,43,5,0.896,Attendance Concern
746,187,2,48,41,7,0.854,Attendance Concern
747,187,3,47,45,2,0.957,Good Attendance
748,187,4,45,37,8,0.822,Attendance Concern
749,188,1,50,44,6,0.88,Attendance Concern
750,188,2,45,40,5,0.889,Attendance Concern
751,188,3,50,40,10,0.8,Attendance Concern
752,188,4,50,48,2,0.96,Good Attendance
753,189,1,53,51,2,0.962,Good Attendance
754,189,2,54,45,9,0.833,Attendance Concern
755,189,3,55,46,9,0.836,Attendance Concern
756,189,4,52,45,7,0.865,Attendance Concern
757,190,1,49,41,8,0.837,Attendance Concern
758,190,2,45,44,1,0.978,Good Attendance
759,190,3,45,43,2,0.956,Good Attendance
760,190,4,52,51,1,0.981,Good Attendance
761,191,1,55,48,7,0.873,Attendance Concern
762,191,2,47,41,6,0.872,Attendance Concern
763,191,3,55,51,4,0.927,Good Attendance
764,191,4,46,36,10,0.783,High Attendance Risk
765,192,1,45,41,4,0.911,Good Attendance
766,192,2,47,43,4,0.915,Good Attendance
767,192,3,47,45,2,0.957,Good Attendance
768,192,4,47,37,10,0.787,High Attendance Risk
769,193,1,46,36,10,0.783,High Attendance Risk
770,193,2,55,51,4,0.927,Good Attendance
771,193,3,50,40,10,0.8,Attendance Concern
772,193,4,53,44,9,0.83,Attendance Concern
773,194,1,48,44,4,0.917,Good Attendance
774,194,2,45,38,7,0.844,Attendance Concern
775,194,3,55,52,3,0.945,Good Attendance
776,194,4,50,48,2,0.96,Good Attendance
777,195,1,47,45,2,0.957,Good Attendance
778,195,2,54,50,4,0.926,Good Attendance
779,195,3,50,44,6,0.88,Attendance Concern
780,195,4,55,47,8,0.855,Attendance Concern
781,196,1,55,50,5,0.909,Good Attendance
782,196,2,46,38,8,0.826,Attendance Concern
783,196,3,53,43,10,0.811,Attendance Concern
784,196,4,49,39,10,0.796,High Attendance Risk
785,197,1,52,41,11,0.788,High Attendance Risk
786,197,2,54,44,10,0.815,Attendance Concern
787,197,3,53,46,7,0.868,Attendance Concern
788,197,4,55,51,4,0.927,Good Attendance
789,198,1,45,38,7,0.844,Attendance Concern
790,198,2,53,45,8,0.849,Attendance Concern
791,198,3,50,44,6,0.88,Attendance Concern
792,198,4,46,41,5,0.891,Attendance Concern
793,199,1,52,41,11,0.788,High Attendance Risk
794,199,2,46,38,8,0.826,Attendance Concern
795,199,3,46,38,8,0.826,Attendance Concern
796,199,4,54,49,5,0.907,Good Attendance
797,200,1,45,42,3,0.933,Good Attendance
798,200,2,45,37,8,0.822,Attendance Concern
799,200,3,50,44,6,0.88,Attendance Concern
800,200,4,48,40,8,0.833,Attendance Concern
801,201,1,55,50,5,0.909,Good Attendance
802,201,2,48,45,3,0.938,Good Attendance
803,201,3,47,40,7,0.851,Attendance Concern
804,201,4,51,47,4,0.922,Good Attendance
805,202,1,47,39,8,0.83,Attendance Concern
806,202,2,54,46,8,0.852,Attendance Concern
807,202,3,48,45,3,0.938,Good Attendance
808,202,4,49,47,2,0.959,Good Attendance
809,203,1,47,46,1,0.979,Good Attendance
810,203,2,49,45,4,0.918,Good Attendance
811,203,3,49,39,10,0.796,High Attendance Risk
812,203,4,50,45,5,0.9,Good Attendance
813,204,1,50,47,3,0.94,Good Attendance
814,204,2,53,46,7,0.868,Attendance Concern
815,204,3,55,50,5,0.909,Good Attendance
816,204,4,47,37,10,0.787,High Attendance Risk
817,205,1,54,46,8,0.852,Attendance Concern
818,205,2,53,47,6,0.887,Attendance Concern
819,205,3,51,43,8,0.843,Attendance Concern
820,205,4,55,52,3,0.945,Good Attendance
821,206,1,48,41,7,0.854,Attendance Concern
822,206,2,53,47,6,0.887,Attendance Concern
823,206,3,49,39,10,0.796,High Attendance Risk
824,206,4,48,40,8,0.833,Attendance Concern
825,207,1,52,43,9,0.827,Attendance Concern
826,207,2,46,41,5,0.891,Attendance Concern
827,207,3,55,45,10,0.818,Attendance Concern
828,207,4,47,41,6,0.872,Attendance Concern
829,208,1,50,43,7,0.86,Attendance Concern
830,208,2,51,46,5,0.902,Good Attendance
831,208,3,45,38,7,0.844,Attendance Concern
832,208,4,46,42,4,0.913,Good Attendance
833,209,1,45,37,8,0.822,Attendance Concern
834,209,2,52,44,8,0.846,Attendance Concern
835,209,3,55,53,2,0.964,Good Attendance
836,209,4,47,45,2,0.957,Good Attendance
837,210,1,49,40,9,0.816,Attendance Concern
838,210,2,53,43,10,0.811,Attendance Concern
839,210,3,45,39,6,0.867,Attendance Concern
840,210,4,54,47,7,0.87,Attendance Concern
841,211,1,54,50,4,0.926,Good Attendance
842,211,2,51,45,6,0.882,Attendance Concern
843,211,3,48,40,8,0.833,Attendance Concern
844,211,4,50,45,5,0.9,Good Attendance
845,212,1,52,48,4,0.923,Good Attendance
846,212,2,49,39,10,0.796,High Attendance Risk
847,212,3,48,45,3,0.938,Good Attendance
848,212,4,53,42,11,0.792,High Attendance Risk
849,213,1,51,48,3,0.941,Good Attendance
850,213,2,54,46,8,0.852,Attendance Concern
851,213,3,45,37,8,0.822,Attendance Concern
852,213,4,47,45,2,0.957,Good Attendance
853,214,1,54,53,1,0.981,Good Attendance
854,214,2,53,43,10,0.811,Attendance Concern
855,214,3,54,50,4,0.926,Good Attendance
856,214,4,47,43,4,0.915,Good Attendance
857,215,1,45,44,1,0.978,Good Attendance
858,215,2,49,46,3,0.939,Good Attendance
859,215,3,47,44,3,0.936,Good Attendance
860,215,4,52,45,7,0.865,Attendance Concern
861,216,1,52,41,11,0.788,High Attendance Risk
862,216,2,47,39,8,0.83,Attendance Concern
863,216,3,47,39,8,0.83,Attendance Concern
864,216,4,46,38,8,0.826,Attendance Concern
865,217,1,48,42,6,0.875,Attendance Concern
866,217,2,48,39,9,0.812,Attendance Concern
867,217,3,53,50,3,0.943,Good Attendance
868,217,4,50,39,11,0.78,High Attendance Risk
869,218,1,47,40,7,0.851,Attendance Concern
870,218,2,52,46,6,0.885,Attendance Concern
871,218,3,51,47,4,0.922,Good Attendance
872,218,4,52,48,4,0.923,Good Attendance
873,219,1,52,48,4,0.923,Good Attendance
874,219,2,46,39,7,0.848,Attendance Concern
875,219,3,50,47,3,0.94,Good Attendance
876,219,4,47,40,7,0.851,Attendance Concern
877,220,1,50,48,2,0.96,Good Attendance
878,220,2,55,51,4,0.927,Good Attendance
879,220,3,51,46,5,0.902,Good Attendance
880,220,4,53,42,11,0.792,High Attendance Risk
881,221,1,52,48,4,0.923,Good Attendance
882,221,2,54,42,12,0.778,High Attendance Risk
883,221,3,54,44,10,0.815,Attendance Concern
884,221,4,48,41,7,0.854,Attendance Concern
885,222,1,50,44,6,0.88,Attendance Concern
886,222,2,45,41,4,0.911,Good Attendance
887,222,3,51,49,2,0.961,Good Attendance
888,222,4,55,45,10,0.818,Attendance Concern
889,223,1,52,43,9,0.827,Attendance Concern
890,223,2,48,40,8,0.833,Attendance Concern
891,223,3,46,39,7,0.848,Attendance Concern
892,223,4,55,45,10,0.818,Attendance Concern
893,224,1,47,39,8,0.83,Attendance Concern
894,224,2,51,47,4,0.922,Good Attendance
895,224,3,52,41,11,0.788,High Attendance Risk
896,224,4,51,42,9,0.824,Attendance Concern
897,225,1,51,47,4,0.922,Good Attendance
898,225,2,46,40,6,0.87,Attendance Concern
899,225,3,46,39,7,0.848,Attendance Concern
900,225,4,46,42,4,0.913,Good Attendance
901,226,1,51,48,3,0.941,Good Attendance
902,226,2,45,37,8,0.822,Attendance Concern
903,226,3,47,42,5,0.894,Attendance Concern
904,226,4,51,47,4,0.922,Good Attendance
905,227,1,45,39,6,0.867,Attendance Concern
906,227,2,55,47,8,0.855,Attendance Concern
907,227,3,45,38,7,0.844,Attendance Concern
908,227,4,49,45,4,0.918,Good Attendance
909,228,1,46,41,5,0.891,Attendance Concern
910,228,2,52,46,6,0.885,Attendance Concern
911,228,3,52,48,4,0.923,Good Attendance
912,228,4,53,52,1,0.981,Good Attendance
913,229,1,46,43,3,0.935,Good Attendance
914,229,2,51,45,6,0.882,Attendance Concern
915,229,3,51,49,2,0.961,Good Attendance
916,229,4,46,37,9,0.804,Attendance Concern
917,230,1,50,48,2,0.96,Good Attendance
918,230,2,54,45,9,0.833,Attendance Concern
919,230,3,53,50,3,0.943,Good Attendance
920,230,4,52,45,7,0.865,Attendance Concern
921,231,1,52,43,9,0.827,Attendance Concern
922,231,2,46,44,2,0.957,Good Attendance
923,231,3,52,44,8,0.846,Attendance Concern
924,231,4,54,50,4,0.926,Good Attendance
925,232,1,49,42,7,0.857,Attendance Concern
926,232,2,55,46,9,0.836,Attendance Concern
927,232,3,45,40,5,0.889,Attendance Concern
928,232,4,47,39,8,0.83,Attendance Concern
929,233,1,51,40,11,0.784,High Attendance Risk
930,233,2,50,42,8,0.84,Attendance Concern
931,233,3,45,40,5,0.889,Attendance Concern
932,233,4,50,46,4,0.92,Good Attendance
933,234,1,53,49,4,0.925,Good Attendance
934,234,2,48,39,9,0.812,Attendance Concern
935,234,3,53,42,11,0.792,High Attendance Risk
936,234,4,47,43,4,0.915,Good Attendance
937,235,1,51,49,2,0.961,Good Attendance
938,235,2,50,49,1,0.98,Good Attendance
939,235,3,54,45,9,0.833,Attendance Concern
940,235,4,53,47,6,0.887,Attendance Concern
941,236,1,45,36,9,0.8,Attendance Concern
942,236,2,50,39,11,0.78,High Attendance Risk
943,236,3,54,53,1,0.981,Good Attendance
944,236,4,55,52,3,0.945,Good Attendance
945,237,1,46,39,7,0.848,Attendance Concern
946,237,2,46,39,7,0.848,Attendance Concern
947,237,3,55,51,4,0.927,Good Attendance
948,237,4,51,44,7,0.863,Attendance Concern
949,238,1,47,46,1,0.979,Good Attendance
950,238,2,49,45,4,0.918,Good Attendance
951,238,3,46,44,2,0.957,Good Attendance
952,238,4,51,50,1,0.98,Good Attendance
953,239,1,48,43,5,0.896,Attendance Concern
954,239,2,49,44,5,0.898,Attendance Concern
955,239,3,53,50,3,0.943,Good Attendance
956,239,4,48,44,4,0.917,Good Attendance
957,240,1,45,38,7,0.844,Attendance Concern
958,240,2,52,43,9,0.827,Attendance Concern
959,240,3,51,43,8,0.843,Attendance Concern
960,240,4,47,39,8,0.83,Attendance Concern
961,241,1,55,43,12,0.782,High Attendance Risk
962,241,2,51,49,2,0.961,Good Attendance
963,241,3,55,46,9,0.836,Attendance Concern
964,241,4,45,39,6,0.867,Attendance Concern
965,242,1,45,42,3,0.933,Good Attendance
966,242,2,55,44,11,0.8,Attendance Concern
967,242,3,49,43,6,0.878,Attendance Concern
968,242,4,55,46,9,0.836,Attendance Concern
969,243,1,48,40,8,0.833,Attendance Concern
970,243,2,50,41,9,0.82,Attendance Concern
971,243,3,54,45,9,0.833,Attendance Concern
972,243,4,54,51,3,0.944,Good Attendance
973,244,1,54,47,7,0.87,Attendance Concern
974,244,2,54,46,8,0.852,Attendance Concern
975,244,3,51,45,6,0.882,Attendance Concern
976,244,4,53,41,12,0.774,High Attendance Risk
977,245,1,50,42,8,0.84,Attendance Concern
978,245,2,52,42,10,0.808,Attendance Concern
979,245,3,52,43,9,0.827,Attendance Concern
980,245,4,47,43,4,0.915,Good Attendance
981,246,1,49,42,7,0.857,Attendance Concern
982,246,2,55,52,3,0.945,Good Attendance
983,246,3,46,42,4,0.913,Good Attendance
984,246,4,53,52,1,0.981,Good Attendance
985,247,1,46,38,8,0.826,Attendance Concern
986,247,2,53,45,8,0.849,Attendance Concern
987,247,3,49,46,3,0.939,Good Attendance
988,247,4,52,48,4,0.923,Good Attendance
989,248,1,45,37,8,0.822,Attendance Concern
990,248,2,54,44,10,0.815,Attendance Concern
991,248,3,50,45,5,0.9,Good Attendance
992,248,4,51,50,1,0.98,Good Attendance
993,249,1,45,42,3,0.933,Good Attendance
994,249,2,49,44,5,0.898,Attendance Concern
995,249,3,52,51,1,0.981,Good Attendance
996,249,4,51,49,2,0.961,Good Attendance
997,250,1,47,40,7,0.851,Attendance Concern
998,250,2,46,37,9,0.804,Attendance Concern
999,250,3,48,39,9,0.812,Attendance Concern
1000,250,4,46,41,5,0.891,Attendance Concern
1001,251,1,47,45,2,0.957,Good Attendance
1002,251,2,51,45,6,0.882,Attendance Concern
1003,251,3,50,47,3,0.94,Good Attendance
1004,251,4,51,49,2,0.961,Good Attendance
1005,252,1,49,41,8,0.837,Attendance Concern
1006,252,2,50,45,5,0.9,Good Attendance
1007,252,3,55,53,2,0.964,Good Attendance
1008,252,4,55,51,4,0.927,Good Attendance
1009,253,1,50,44,6,0.88,Attendance Concern
1010,253,2,53,45,8,0.849,Attendance Concern
1011,253,3,51,45,6,0.882,Attendance Concern
1012,253,4,52,44,8,0.846,Attendance Concern
1013,254,1,52,42,10,0.808,Attendance Concern
1014,254,2,47,40,7,0.851,Attendance Concern
1015,254,3,45,40,5,0.889,Attendance Concern
1016,254,4,50,47,3,0.94,Good Attendance
1017,255,1,55,45,10,0.818,Attendance Concern
1018,255,2,46,39,7,0.848,Attendance Concern
1019,255,3,55,47,8,0.855,Attendance Concern
1020,255,4,51,44,7,0.863,Attendance Concern
1021,256,1,55,43,12,0.782,High Attendance Risk
1022,256,2,48,39,9,0.812,Attendance Concern
1023,256,3,54,48,6,0.889,Attendance Concern
1024,256,4,46,41,5,0.891,Attendance Concern
1025,257,1,51,49,2,0.961,Good Attendance
1026,257,2,50,45,5,0.9,Good Attendance
1027,257,3,47,42,5,0.894,Attendance Concern
1028,257,4,52,48,4,0.923,Good Attendance
1029,258,1,50,39,11,0.78,High Attendance Risk
1030,258,2,54,52,2,0.963,Good Attendance
1031,258,3,55,47,8,0.855,Attendance Concern
1032,258,4,53,50,3,0.943,Good Attendance
1033,259,1,47,41,6,0.872,Attendance Concern
1034,259,2,48,39,9,0.812,Attendance Concern
1035,259,3,48,41,7,0.854,Attendance Concern
1036,259,4,49,39,10,0.796,High Attendance Risk
1037,260,1,45,37,8,0.822,Attendance Concern
1038,260,2,52,45,7,0.865,Attendance Concern
1039,260,3,55,50,5,0.909,Good Attendance
1040,260,4,48,45,3,0.938,Good Attendance
1041,261,1,52,46,6,0.885,Attendance Concern
1042,261,2,46,43,3,0.935,Good Attendance
1043,261,3,50,48,2,0.96,Good Attendance
1044,261,4,47,39,8,0.83,Attendance Concern
1045,262,1,46,36,10,0.783,High Attendance Risk
1046,262,2,45,41,4,0.911,Good Attendance
1047,262,3,51,49,2,0.961,Good Attendance
1048,262,4,52,50,2,0.962,Good Attendance
1049,263,1,46,43,3,0.935,Good Attendance
1050,263,2,49,47,2,0.959,Good Attendance
1051,263,3,53,43,10,0.811,Attendance Concern
1052,263,4,54,49,5,0.907,Good Attendance
1053,264,1,53,49,4,0.925,Good Attendance
1054,264,2,52,46,6,0.885,Attendance Concern
1055,264,3,45,38,7,0.844,Attendance Concern
1056,264,4,51,48,3,0.941,Good Attendance
1057,265,1,45,38,7,0.844,Attendance Concern
1058,265,2,53,48,5,0.906,Good Attendance
1059,265,3,52,45,7,0.865,Attendance Concern
1060,265,4,46,37,9,0.804,Attendance Concern
1061,266,1,49,46,3,0.939,Good Attendance
1062,266,2,54,50,4,0.926,Good Attendance
1063,266,3,46,43,3,0.935,Good Attendance
1064,266,4,50,43,7,0.86,Attendance Concern
1065,267,1,50,40,10,0.8,Attendance Concern
1066,267,2,48,45,3,0.938,Good Attendance
1067,267,3,48,40,8,0.833,Attendance Concern
1068,267,4,50,45,5,0.9,Good Attendance
1069,268,1,46,40,6,0.87,Attendance Concern
1070,268,2,52,48,4,0.923,Good Attendance
1071,268,3,49,42,7,0.857,Attendance Concern
1072,268,4,52,44,8,0.846,Attendance Concern
1073,269,1,52,48,4,0.923,Good Attendance
1074,269,2,54,45,9,0.833,Attendance Concern
1075,269,3,45,42,3,0.933,Good Attendance
1076,269,4,47,42,5,0.894,Attendance Concern
1077,270,1,45,37,8,0.822,Attendance Concern
1078,270,2,50,45,5,0.9,Good Attendance
1079,270,3,49,41,8,0.837,Attendance Concern
1080,270,4,47,42,5,0.894,Attendance Concern
1081,271,1,49,43,6,0.878,Attendance Concern
1082,271,2,52,48,4,0.923,Good Attendance
1083,271,3,47,44,3,0.936,Good Attendance
1084,271,4,47,38,9,0.809,Attendance Concern
1085,272,1,49,47,2,0.959,Good Attendance
1086,272,2,49,44,5,0.898,Attendance Concern
1087,272,3,45,43,2,0.956,Good Attendance
1088,272,4,54,45,9,0.833,Attendance Concern
1089,273,1,54,42,12,0.778,High Attendance Risk
1090,273,2,50,46,4,0.92,Good Attendance
1091,273,3,53,46,7,0.868,Attendance Concern
1092,273,4,54,52,2,0.963,Good Attendance
1093,274,1,50,45,5,0.9,Good Attendance
1094,274,2,54,51,3,0.944,Good Attendance
1095,274,3,50,44,6,0.88,Attendance Concern
1096,274,4,51,49,2,0.961,Good Attendance
1097,275,1,52,47,5,0.904,Good Attendance
1098,275,2,53,46,7,0.868,Attendance Concern
1099,275,3,52,50,2,0.962,Good Attendance
1100,275,4,45,41,4,0.911,Good Attendance
1101,276,1,46,39,7,0.848,Attendance Concern
1102,276,2,49,40,9,0.816,Attendance Concern
1103,276,3,47,39,8,0.83,Attendance Concern
1104,276,4,46,42,4,0.913,Good Attendance
1105,277,1,50,44,6,0.88,Attendance Concern
1106,277,2,54,52,2,0.963,Good Attendance
1107,277,3,45,43,2,0.956,Good Attendance
1108,277,4,53,51,2,0.962,Good Attendance
1109,278,1,48,41,7,0.854,Attendance Concern
1110,278,2,45,39,6,0.867,Attendance Concern
1111,278,3,46,45,1,0.978,Good Attendance
1112,278,4,53,42,11,0.792,High Attendance Risk
1113,279,1,53,52,1,0.981,Good Attendance
1114,279,2,53,51,2,0.962,Good Attendance
1115,279,3,45,39,6,0.867,Attendance Concern
1116,279,4,53,44,9,0.83,Attendance Concern
1117,280,1,49,46,3,0.939,Good Attendance
1118,280,2,47,43,4,0.915,Good Attendance
1119,280,3,55,52,3,0.945,Good Attendance
1120,280,4,48,44,4,0.917,Good Attendance
1121,281,1,52,42,10,0.808,Attendance Concern
1122,281,2,54,45,9,0.833,Attendance Concern
1123,281,3,49,39,10,0.796,High Attendance Risk
1124,281,4,48,44,4,0.917,Good Attendance
1125,282,1,46,44,2,0.957,Good Attendance
1126,282,2,47,42,5,0.894,Attendance Concern
1127,282,3,45,37,8,0.822,Attendance Concern
1128,282,4,48,43,5,0.896,Attendance Concern
1129,283,1,54,47,7,0.87,Attendance Concern
1130,283,2,46,41,5,0.891,Attendance Concern
1131,283,3,45,38,7,0.844,Attendance Concern
1132,283,4,55,44,11,0.8,Attendance Concern
1133,284,1,52,42,10,0.808,Attendance Concern
1134,284,2,46,40,6,0.87,Attendance Concern
1135,284,3,46,41,5,0.891,Attendance Concern
1136,284,4,48,43,5,0.896,Attendance Concern
1137,285,1,49,44,5,0.898,Attendance Concern
1138,285,2,54,47,7,0.87,Attendance Concern
1139,285,3,46,43,3,0.935,Good Attendance
1140,285,4,52,49,3,0.942,Good Attendance
1141,286,1,48,43,5,0.896,Attendance Concern
1142,286,2,55,50,5,0.909,Good Attendance
1143,286,3,52,51,1,0.981,Good Attendance
1144,286,4,49,46,3,0.939,Good Attendance
1145,287,1,54,45,9,0.833,Attendance Concern
1146,287,2,55,45,10,0.818,Attendance Concern
1147,287,3,53,46,7,0.868,Attendance Concern
1148,287,4,49,48,1,0.98,Good Attendance
1149,288,1,49,41,8,0.837,Attendance Concern
1150,288,2,53,44,9,0.83,Attendance Concern
1151,288,3,49,45,4,0.918,Good Attendance
1152,288,4,53,45,8,0.849,Attendance Concern
1153,289,1,52,42,10,0.808,Attendance Concern
1154,289,2,47,41,6,0.872,Attendance Concern
1155,289,3,50,48,2,0.96,Good Attendance
1156,289,4,53,46,7,0.868,Attendance Concern
1157,290,1,47,38,9,0.809,Attendance Concern
1158,290,2,51,47,4,0.922,Good Attendance
1159,290,3,46,44,2,0.957,Good Attendance
1160,290,4,52,44,8,0.846,Attendance Concern
1161,291,1,55,49,6,0.891,Attendance Concern
1162,291,2,47,38,9,0.809,Attendance Concern
1163,291,3,46,43,3,0.935,Good Attendance
1164,291,4,48,40,8,0.833,Attendance Concern
1165,292,1,49,41,8,0.837,Attendance Concern
1166,292,2,53,46,7,0.868,Attendance Concern
1167,292,3,55,46,9,0.836,Attendance Concern
1168,292,4,54,44,10,0.815,Attendance Concern
1169,293,1,55,45,10,0.818,Attendance Concern
