mark_id,learner_id,subject,teacher_id,term,mark,risk_category
1959,82,Life Science,14,3,65,Passing
1960,82,Life Science,14,4,57,Passing
1961,82,Physical Science,11,1,66,Passing
1962,82,Physical Science,11,2,65,Passing
1963,82,Physical Science,11,3,70,Strong
1964,82,Physical Science,11,4,81,Strong
1965,82,Geography,19,1,84,Strong
1966,82,Geography,19,2,74,Strong
1967,82,Geography,19,3,71,Strong
1968,82,Geography,19,4,84,Strong
1969,83,English,4,1,66,Passing
1970,83,English,4,2,69,Passing
1971,83,English,4,3,67,Passing
1972,83,English,4,4,60,Passing
1973,83,Afrikaans,7,1,76,Strong
1974,83,Afrikaans,7,2,81,Strong
1975,83,Afrikaans,7,3,81,Strong
1976,83,Afrikaans,7,4,76,Strong
1977,83,Mathematics,1,1,51,Passing
1978,83,Mathematics,1,2,51,Passing
1979,83,Mathematics,1,3,51,Passing
1980,83,Mathematics,1,4,39,High Risk
1981,83,Geography,19,1,84,Strong
1982,83,Geography,19,2,80,Strong
1983,83,Geography,19,3,73,Strong
1984,83,Geography,19,4,85,Strong
1985,83,Information Technology,24,1,39,High Risk
1986,83,Information Technology,24,2,48,At Risk
1987,83,Information Technology,24,3,49,At Risk
1988,83,Information Technology,24,4,37,High Risk
1989,83,Accounting,27,1,69,Passing
1990,83,Accounting,27,2,71,Strong
1991,83,Accounting,27,3,78,Strong
1992,83,Accounting,27,4,85,Strong
1993,84,English,4,1,80,Strong
1994,84,English,4,2,88,Strong
1995,84,English,4,3,84,Strong
1996,84,English,4,4,85,Strong
1997,84,Afrikaans,9,1,47,At Risk
1998,84,Afrikaans,9,2,54,Passing
1999,84,Afrikaans,9,3,50,Passing
2000,84,Afrikaans,9,4,55,Passing
2001,84,Mathematics,1,1,69,Passing
2002,84,Mathematics,1,2,58,Passing
2003,84,Mathematics,1,3,58,Passing
2004,84,Mathematics,1,4,62,Passing
2005,84,History,17,1,50,Passing
2006,84,History,17,2,51,Passing
2007,84,History,17,3,49,At Risk
2008,84,History,17,4,56,Passing
2009,84,Physical Science,11,1,56,Passing
2010,84,Physical Science,11,2,54,Passing
2011,84,Physical Science,11,3,58,Passing
2012,84,Physical Science,11,4,68,Passing
2013,84,Life Science,13,1,59,Passing
2014,84,Life Science,13,2,49,At Risk
2015,84,Life Science,13,3,54,Passing
2016,84,Life Science,13,4,52,Passing
2017,85,English,6,1,54,Passing
2018,85,English,6,2,63,Passing
2019,85,English,6,3,57,Passing
2020,85,English,6,4,65,Passing
2021,85,Afrikaans,7,1,59,Passing
2022,85,Afrikaans,7,2,52,Passing
2023,85,Afrikaans,7,3,62,Passing
2024,85,Afrikaans,7,4,50,Passing
2025,85,Mathematics,3,1,75,Strong
2026,85,Mathematics,3,2,86,Strong
2027,85,Mathematics,3,3,86,Strong
2028,85,Mathematics,3,4,88,Strong
2029,85,History,16,1,63,Passing
2030,85,History,16,2,48,At Risk
2031,85,History,16,3,64,Passing
2032,85,History,16,4,49,At Risk
2033,85,Accounting,26,1,82,Strong
2034,85,Accounting,26,2,84,Strong
2035,85,Accounting,26,3,85,Strong
2036,85,Accounting,26,4,74,Strong
2037,85,Geography,20,1,81,Strong
2038,85,Geography,20,2,80,Strong
2039,85,Geography,20,3,79,Strong
2040,85,Geography,20,4,88,Strong
2041,86,English,4,1,87,Strong
2042,86,English,4,2,93,Strong
2043,86,English,4,3,89,Strong
2044,86,English,4,4,90,Strong
2045,86,Afrikaans,8,1,82,Strong
2046,86,Afrikaans,8,2,83,Strong
2047,86,Afrikaans,8,3,87,Strong
2048,86,Afrikaans,8,4,85,Strong
2049,86,Mathematics,1,1,64,Passing
2050,86,Mathematics,1,2,54,Passing
2051,86,Mathematics,1,3,54,Passing
2052,86,Mathematics,1,4,63,Passing
2053,86,Physical Science,11,1,84,Strong
2054,86,Physical Science,11,2,77,Strong
2055,86,Physical Science,11,3,78,Strong
2056,86,Physical Science,11,4,74,Strong
2057,86,Life Science,13,1,56,Passing
2058,86,Life Science,13,2,59,Passing
2059,86,Life Science,13,3,61,Passing
2060,86,Life Science,13,4,54,Passing
2061,86,History,17,1,67,Passing
2062,86,History,17,2,61,Passing
2063,86,History,17,3,54,Passing
2064,86,History,17,4,62,Passing
2065,87,English,4,1,89,Strong
2066,87,English,4,2,87,Strong
2067,87,English,4,3,83,Strong
2068,87,English,4,4,87,Strong
2069,87,Afrikaans,7,1,53,Passing
2070,87,Afrikaans,7,2,40,At Risk
2071,87,Afrikaans,7,3,37,High Risk
2072,87,Afrikaans,7,4,49,At Risk
2073,87,Mathematics,3,1,42,At Risk
2074,87,Mathematics,3,2,42,At Risk
2075,87,Mathematics,3,3,47,At Risk
2076,87,Mathematics,3,4,49,At Risk
2077,87,Accounting,25,1,53,Passing
2078,87,Accounting,25,2,52,Passing
2079,87,Accounting,25,3,48,At Risk
2080,87,Accounting,25,4,45,At Risk
2081,87,Information Technology,24,1,59,Passing
2082,87,Information Technology,24,2,54,Passing
2083,87,Information Technology,24,3,64,Passing
2084,87,Information Technology,24,4,67,Passing
2085,87,Life Science,15,1,51,Passing
2086,87,Life Science,15,2,56,Passing
2087,87,Life Science,15,3,51,Passing
2088,87,Life Science,15,4,60,Passing
2089,88,English,6,1,58,Passing
2090,88,English,6,2,69,Passing
2091,88,English,6,3,69,Passing
2092,88,English,6,4,70,Strong
2093,88,Afrikaans,8,1,58,Passing
2094,88,Afrikaans,8,2,57,Passing
2095,88,Afrikaans,8,3,65,Passing
2096,88,Afrikaans,8,4,63,Passing
2097,88,Mathematics,2,1,85,Strong
2098,88,Mathematics,2,2,78,Strong
2099,88,Mathematics,2,3,82,Strong
2100,88,Mathematics,2,4,77,Strong
2101,88,Geography,20,1,60,Passing
2102,88,Geography,20,2,65,Passing
2103,88,Geography,20,3,56,Passing
2104,88,Geography,20,4,53,Passing
2105,88,Physical Science,10,1,46,At Risk
2106,88,Physical Science,10,2,57,Passing
2107,88,Physical Science,10,3,44,At Risk
2108,88,Physical Science,10,4,53,Passing
2109,88,Life Science,15,1,53,Passing
2110,88,Life Science,15,2,48,At Risk
2111,88,Life Science,15,3,48,At Risk
2112,88,Life Science,15,4,44,At Risk
2113,89,English,6,1,57,Passing
2114,89,English,6,2,49,At Risk
2115,89,English,6,3,59,Passing
2116,89,English,6,4,63,Passing
2117,89,Afrikaans,9,1,47,At Risk
2118,89,Afrikaans,9,2,50,Passing
2119,89,Afrikaans,9,3,56,Passing
2120,89,Afrikaans,9,4,47,At Risk
2121,89,Mathematics,1,1,81,Strong
2122,89,Mathematics,1,2,87,Strong
2123,89,Mathematics,1,3,83,Strong
2124,89,Mathematics,1,4,74,Strong
2125,89,Accounting,26,1,70,Strong
2126,89,Accounting,26,2,61,Passing
2127,89,Accounting,26,3,59,Passing
2128,89,Accounting,26,4,70,Strong
2129,89,Life Science,15,1,58,Passing
2130,89,Life Science,15,2,47,At Risk
2131,89,Life Science,15,3,55,Passing
2132,89,Life Science,15,4,54,Passing
2133,89,History,17,1,56,Passing
2134,89,History,17,2,52,Passing
2135,89,History,17,3,51,Passing
2136,89,History,17,4,55,Passing
2137,90,English,5,1,71,Strong
2138,90,English,5,2,69,Passing
2139,90,English,5,3,66,Passing
2140,90,English,5,4,76,Strong
2141,90,Afrikaans,9,1,67,Passing
2142,90,Afrikaans,9,2,70,Strong
2143,90,Afrikaans,9,3,78,Strong
2144,90,Afrikaans,9,4,81,Strong
2145,90,Mathematics,3,1,54,Passing
2146,90,Mathematics,3,2,48,At Risk
2147,90,Mathematics,3,3,57,Passing
2148,90,Mathematics,3,4,59,Passing
2149,90,Life Science,13,1,57,Passing
2150,90,Life Science,13,2,53,Passing
2151,90,Life Science,13,3,54,Passing
2152,90,Life Science,13,4,45,At Risk
2153,90,Physical Science,12,1,74,Strong
2154,90,Physical Science,12,2,79,Strong
2155,90,Physical Science,12,3,79,Strong
2156,90,Physical Science,12,4,77,Strong
2157,90,Information Technology,22,1,67,Passing
2158,90,Information Technology,22,2,75,Strong
2159,90,Information Technology,22,3,72,Strong
2160,90,Information Technology,22,4,76,Strong
2161,91,English,5,1,73,Strong
2162,91,English,5,2,74,Strong
2163,91,English,5,3,76,Strong
2164,91,English,5,4,71,Strong
2165,91,Afrikaans,8,1,79,Strong
2166,91,Afrikaans,8,2,83,Strong
2167,91,Afrikaans,8,3,83,Strong
2168,91,Afrikaans,8,4,90,Strong
2169,91,Mathematics,1,1,44,At Risk
2170,91,Mathematics,1,2,51,Passing
2171,91,Mathematics,1,3,40,At Risk
2172,91,Mathematics,1,4,42,At Risk
2173,91,Life Science,15,1,53,Passing
2174,91,Life Science,15,2,49,At Risk
2175,91,Life Science,15,3,40,At Risk
2176,91,Life Science,15,4,41,At Risk
2177,91,History,18,1,45,At Risk
2178,91,History,18,2,49,At Risk
2179,91,History,18,3,52,Passing
2180,91,History,18,4,46,At Risk
2181,91,Information Technology,24,1,78,Strong
2182,91,Information Technology,24,2,79,Strong
2183,91,Information Technology,24,3,84,Strong
2184,91,Information Technology,24,4,83,Strong
2185,92,English,4,1,79,Strong
2186,92,English,4,2,80,Strong
2187,92,English,4,3,77,Strong
2188,92,English,4,4,67,Passing
2189,92,Afrikaans,9,1,64,Passing
2190,92,Afrikaans,9,2,61,Passing
2191,92,Afrikaans,9,3,63,Passing
2192,92,Afrikaans,9,4,62,Passing
2193,92,Mathematics,2,1,47,At Risk
2194,92,Mathematics,2,2,52,Passing
2195,92,Mathematics,2,3,39,High Risk
2196,92,Mathematics,2,4,45,At Risk
2197,92,Geography,20,1,60,Passing
2198,92,Geography,20,2,67,Passing
2199,92,Geography,20,3,72,Strong
2200,92,Geography,20,4,70,Strong
2201,92,Physical Science,10,1,55,Passing
2202,92,Physical Science,10,2,70,Strong
2203,92,Physical Science,10,3,60,Passing
2204,92,Physical Science,10,4,62,Passing
2205,92,Accounting,27,1,54,Passing
2206,92,Accounting,27,2,51,Passing
2207,92,Accounting,27,3,46,At Risk
2208,92,Accounting,27,4,51,Passing
2209,93,English,4,1,62,Passing
2210,93,English,4,2,66,Passing
2211,93,English,4,3,65,Passing
2212,93,English,4,4,63,Passing
2213,93,Afrikaans,8,1,49,At Risk
2214,93,Afrikaans,8,2,39,High Risk
2215,93,Afrikaans,8,3,46,At Risk
2216,93,Afrikaans,8,4,43,At Risk
2217,93,Mathematics,3,1,60,Passing
2218,93,Mathematics,3,2,67,Passing
2219,93,Mathematics,3,3,70,Strong
2220,93,Mathematics,3,4,58,Passing
2221,93,Accounting,26,1,49,At Risk
2222,93,Accounting,26,2,51,Passing
2223,93,Accounting,26,3,52,Passing
2224,93,Accounting,26,4,50,Passing
2225,93,History,17,1,52,Passing
2226,93,History,17,2,48,At Risk
2227,93,History,17,3,61,Passing
2228,93,History,17,4,49,At Risk
2229,93,Geography,19,1,59,Passing
2230,93,Geography,19,2,65,Passing
2231,93,Geography,19,3,60,Passing
2232,93,Geography,19,4,63,Passing
2233,94,English,6,1,91,Strong
2234,94,English,6,2,86,Strong
2235,94,English,6,3,87,Strong
2236,94,English,6,4,80,Strong
2237,94,Afrikaans,9,1,55,Passing
2238,94,Afrikaans,9,2,61,Passing
2239,94,Afrikaans,9,3,54,Passing
2240,94,Afrikaans,9,4,58,Passing
2241,94,Mathematics,1,1,67,Passing
2242,94,Mathematics,1,2,66,Passing
2243,94,Mathematics,1,3,62,Passing
2244,94,Mathematics,1,4,61,Passing
2245,94,History,18,1,81,Strong
2246,94,History,18,2,88,Strong
2247,94,History,18,3,87,Strong
2248,94,History,18,4,90,Strong
2249,94,Information Technology,23,1,45,At Risk
2250,94,Information Technology,23,2,55,Passing
2251,94,Information Technology,23,3,52,Passing
2252,94,Information Technology,23,4,52,Passing
2253,94,Geography,21,1,74,Strong
2254,94,Geography,21,2,77,Strong
2255,94,Geography,21,3,70,Strong
2256,94,Geography,21,4,76,Strong
2257,95,English,6,1,83,Strong
2258,95,English,6,2,83,Strong
2259,95,English,6,3,80,Strong
2260,95,English,6,4,78,Strong
2261,95,Afrikaans,7,1,71,Strong
2262,95,Afrikaans,7,2,73,Strong
2263,95,Afrikaans,7,3,70,Strong
2264,95,Afrikaans,7,4,76,Strong
2265,95,Mathematics,3,1,46,At Risk
2266,95,Mathematics,3,2,48,At Risk
2267,95,Mathematics,3,3,42,At Risk
2268,95,Mathematics,3,4,42,At Risk
2269,95,Geography,19,1,56,Passing
2270,95,Geography,19,2,40,At Risk
2271,95,Geography,19,3,52,Passing
2272,95,Geography,19,4,46,At Risk
2273,95,Physical Science,11,1,40,At Risk
2274,95,Physical Science,11,2,47,At Risk
2275,95,Physical Science,11,3,36,High Risk
2276,95,Physical Science,11,4,43,At Risk
2277,95,Information Technology,22,1,67,Passing
2278,95,Information Technology,22,2,69,Passing
2279,95,Information Technology,22,3,64,Passing
2280,95,Information Technology,22,4,74,Strong
2281,96,English,6,1,87,Strong
2282,96,English,6,2,73,Strong
2283,96,English,6,3,83,Strong
2284,96,English,6,4,82,Strong
2285,96,Afrikaans,8,1,69,Passing
2286,96,Afrikaans,8,2,76,Strong
2287,96,Afrikaans,8,3,74,Strong
2288,96,Afrikaans,8,4,85,Strong
2289,96,Mathematics,1,1,54,Passing
2290,96,Mathematics,1,2,45,At Risk
2291,96,Mathematics,1,3,45,At Risk
2292,96,Mathematics,1,4,44,At Risk
2293,96,Geography,19,1,80,Strong
2294,96,Geography,19,2,70,Strong
2295,96,Geography,19,3,76,Strong
2296,96,Geography,19,4,84,Strong
2297,96,History,17,1,56,Passing
2298,96,History,17,2,62,Passing
2299,96,History,17,3,65,Passing
2300,96,History,17,4,61,Passing
2301,96,Information Technology,23,1,43,At Risk
2302,96,Information Technology,23,2,53,Passing
2303,96,Information Technology,23,3,48,At Risk
2304,96,Information Technology,23,4,49,At Risk
2305,97,English,4,1,83,Strong
2306,97,English,4,2,70,Strong
2307,97,English,4,3,70,Strong
2308,97,English,4,4,79,Strong
2309,97,Afrikaans,8,1,59,Passing
2310,97,Afrikaans,8,2,51,Passing
2311,97,Afrikaans,8,3,51,Passing
2312,97,Afrikaans,8,4,48,At Risk
2313,97,Mathematics,3,1,68,Passing
2314,97,Mathematics,3,2,67,Passing
2315,97,Mathematics,3,3,58,Passing
2316,97,Mathematics,3,4,72,Strong
2317,97,Physical Science,11,1,58,Passing
2318,97,Physical Science,11,2,53,Passing
2319,97,Physical Science,11,3,62,Passing
2320,97,Physical Science,11,4,58,Passing
2321,97,Accounting,26,1,67,Passing
2322,97,Accounting,26,2,71,Strong
2323,97,Accounting,26,3,71,Strong
2324,97,Accounting,26,4,56,Passing
2325,97,Life Science,13,1,74,Strong
2326,97,Life Science,13,2,84,Strong
2327,97,Life Science,13,3,75,Strong
2328,97,Life Science,13,4,77,Strong
2329,98,English,5,1,59,Passing
2330,98,English,5,2,51,Passing
2331,98,English,5,3,49,At Risk
2332,98,English,5,4,47,At Risk
2333,98,Afrikaans,9,1,53,Passing
2334,98,Afrikaans,9,2,59,Passing
2335,98,Afrikaans,9,3,51,Passing
2336,98,Afrikaans,9,4,55,Passing
2337,98,Mathematics,3,1,68,Passing
2338,98,Mathematics,3,2,61,Passing
2339,98,Mathematics,3,3,73,Strong
2340,98,Mathematics,3,4,73,Strong
2341,98,Accounting,26,1,70,Strong
2342,98,Accounting,26,2,69,Passing
2343,98,Accounting,26,3,77,Strong
2344,98,Accounting,26,4,64,Passing
2345,98,Information Technology,24,1,51,Passing
2346,98,Information Technology,24,2,54,Passing
2347,98,Information Technology,24,3,55,Passing
2348,98,Information Technology,24,4,54,Passing
2349,98,Physical Science,10,1,86,Strong
2350,98,Physical Science,10,2,71,Strong
2351,98,Physical Science,10,3,74,Strong
2352,98,Physical Science,10,4,71,Strong
2353,99,English,6,1,57,Passing
2354,99,English,6,2,54,Passing
2355,99,English,6,3,65,Passing
2356,99,English,6,4,61,Passing
2357,99,Afrikaans,9,1,75,Strong
2358,99,Afrikaans,9,2,84,Strong
2359,99,Afrikaans,9,3,77,Strong
2360,99,Afrikaans,9,4,81,Strong
2361,99,Mathematics,3,1,75,Strong
2362,99,Mathematics,3,2,75,Strong
2363,99,Mathematics,3,3,65,Passing
2364,99,Mathematics,3,4,67,Passing
2365,99,Accounting,27,1,64,Passing
2366,99,Accounting,27,2,65,Passing
2367,99,Accounting,27,3,76,Strong
2368,99,Accounting,27,4,68,Passing
2369,99,History,18,1,60,Passing
2370,99,History,18,2,64,Passing
2371,99,History,18,3,52,Passing
2372,99,History,18,4,57,Passing
2373,99,Physical Science,11,1,66,Passing
2374,99,Physical Science,11,2,58,Passing
2375,99,Physical Science,11,3,57,Passing
2376,99,Physical Science,11,4,54,Passing
2377,100,English,5,1,67,Passing
2378,100,English,5,2,67,Passing
2379,100,English,5,3,64,Passing
2380,100,English,5,4,55,Passing
2381,100,Afrikaans,7,1,78,Strong
2382,100,Afrikaans,7,2,80,Strong
2383,100,Afrikaans,7,3,90,Strong
2384,100,Afrikaans,7,4,76,Strong
2385,100,Mathematics,1,1,82,Strong
2386,100,Mathematics,1,2,69,Passing
2387,100,Mathematics,1,3,68,Passing
2388,100,Mathematics,1,4,81,Strong
2389,100,Life Science,13,1,46,At Risk
2390,100,Life Science,13,2,59,Passing
2391,100,Life Science,13,3,62,Passing
2392,100,Life Science,13,4,59,Passing
2393,100,Geography,21,1,63,Passing
2394,100,Geography,21,2,78,Strong
2395,100,Geography,21,3,75,Strong
2396,100,Geography,21,4,69,Passing
2397,100,Information Technology,23,1,77,Strong
2398,100,Information Technology,23,2,76,Strong
2399,100,Information Technology,23,3,68,Passing
2400,100,Information Technology,23,4,78,Strong
2401,101,English,6,1,55,Passing
2402,101,English,6,2,62,Passing
2403,101,English,6,3,54,Passing
2404,101,English,6,4,49,At Risk
2405,101,Afrikaans,7,1,68,Passing
2406,101,Afrikaans,7,2,63,Passing
2407,101,Afrikaans,7,3,61,Passing
2408,101,Afrikaans,7,4,55,Passing
2409,101,Mathematics,2,1,48,At Risk
2410,101,Mathematics,2,2,35,High Risk
2411,101,Mathematics,2,3,48,At Risk
2412,101,Mathematics,2,4,32,High Risk
2413,101,History,17,1,70,Strong
2414,101,History,17,2,74,Strong
2415,101,History,17,3,77,Strong
2416,101,History,17,4,75,Strong
2417,101,Life Science,15,1,48,At Risk
2418,101,Life Science,15,2,57,Passing
2419,101,Life Science,15,3,52,Passing
2420,101,Life Science,15,4,52,Passing
2421,101,Geography,21,1,86,Strong
2422,101,Geography,21,2,84,Strong
2423,101,Geography,21,3,81,Strong
2424,101,Geography,21,4,85,Strong
2425,102,English,5,1,65,Passing
2426,102,English,5,2,67,Passing
2427,102,English,5,3,57,Passing
2428,102,English,5,4,63,Passing
2429,102,Afrikaans,7,1,87,Strong
2430,102,Afrikaans,7,2,80,Strong
2431,102,Afrikaans,7,3,81,Strong
2432,102,Afrikaans,7,4,83,Strong
2433,102,Mathematics,3,1,61,Passing
2434,102,Mathematics,3,2,60,Passing
2435,102,Mathematics,3,3,64,Passing
2436,102,Mathematics,3,4,71,Strong
2437,102,Accounting,27,1,47,At Risk
2438,102,Accounting,27,2,50,Passing
2439,102,Accounting,27,3,60,Passing
2440,102,Accounting,27,4,56,Passing
2441,102,Geography,20,1,61,Passing
2442,102,Geography,20,2,65,Passing
2443,102,Geography,20,3,72,Strong
2444,102,Geography,20,4,60,Passing
2445,102,Physical Science,10,1,39,High Risk
2446,102,Physical Science,10,2,50,Passing
2447,102,Physical Science,10,3,48,At Risk
2448,102,Physical Science,10,4,37,High Risk
2449,103,English,6,1,51,Passing
2450,103,English,6,2,50,Passing
2451,103,English,6,3,54,Passing
2452,103,English,6,4,45,At Risk
2453,103,Afrikaans,9,1,76,Strong
2454,103,Afrikaans,9,2,87,Strong
2455,103,Afrikaans,9,3,87,Strong
2456,103,Afrikaans,9,4,91,Strong
2457,103,Mathematics,1,1,51,Passing
2458,103,Mathematics,1,2,55,Passing
2459,103,Mathematics,1,3,65,Passing
2460,103,Mathematics,1,4,64,Passing
2461,103,Geography,19,1,45,At Risk
2462,103,Geography,19,2,55,Passing
2463,103,Geography,19,3,48,At Risk
2464,103,Geography,19,4,45,At Risk
2465,103,History,18,1,58,Passing
2466,103,History,18,2,58,Passing
2467,103,History,18,3,49,At Risk
2468,103,History,18,4,47,At Risk
2469,103,Accounting,26,1,47,At Risk
2470,103,Accounting,26,2,43,At Risk
2471,103,Accounting,26,3,36,High Risk
2472,103,Accounting,26,4,41,At Risk
2473,104,English,5,1,52,Passing
2474,104,English,5,2,56,Passing
2475,104,English,5,3,55,Passing
2476,104,English,5,4,56,Passing
2477,104,Afrikaans,9,1,68,Passing
2478,104,Afrikaans,9,2,78,Strong
2479,104,Afrikaans,9,3,62,Passing
2480,104,Afrikaans,9,4,64,Passing
2481,104,Mathematics,1,1,46,At Risk
2482,104,Mathematics,1,2,48,At Risk
2483,104,Mathematics,1,3,48,At Risk
2484,104,Mathematics,1,4,45,At Risk
2485,104,History,17,1,60,Passing
2486,104,History,17,2,68,Passing
2487,104,History,17,3,66,Passing
2488,104,History,17,4,54,Passing
2489,104,Accounting,26,1,55,Passing
2490,104,Accounting,26,2,63,Passing
2491,104,Accounting,26,3,66,Passing
2492,104,Accounting,26,4,53,Passing
2493,104,Physical Science,10,1,67,Passing
2494,104,Physical Science,10,2,81,Strong
2495,104,Physical Science,10,3,74,Strong
2496,104,Physical Science,10,4,75,Strong
2497,105,English,6,1,62,Passing
2498,105,English,6,2,54,Passing
2499,105,English,6,3,54,Passing
2500,105,English,6,4,60,Passing
2501,105,Afrikaans,8,1,76,Strong
2502,105,Afrikaans,8,2,68,Passing
2503,105,Afrikaans,8,3,71,Strong
2504,105,Afrikaans,8,4,75,Strong
2505,105,Mathematics,2,1,61,Passing
2506,105,Mathematics,2,2,76,Strong
2507,105,Mathematics,2,3,64,Passing
2508,105,Mathematics,2,4,69,Passing
2509,105,Life Science,13,1,54,Passing
2510,105,Life Science,13,2,49,At Risk
2511,105,Life Science,13,3,49,At Risk
2512,105,Life Science,13,4,52,Passing
2513,105,History,17,1,77,Strong
2514,105,History,17,2,82,Strong
2515,105,History,17,3,66,Passing
2516,105,History,17,4,74,Strong
2517,105,Geography,19,1,63,Passing
2518,105,Geography,19,2,56,Passing
2519,105,Geography,19,3,66,Passing
2520,105,Geography,19,4,64,Passing
2521,106,English,5,1,48,At Risk
2522,106,English,5,2,58,Passing
2523,106,English,5,3,53,Passing
2524,106,English,5,4,54,Passing
2525,106,Afrikaans,7,1,58,Passing
2526,106,Afrikaans,7,2,55,Passing
2527,106,Afrikaans,7,3,56,Passing
2528,106,Afrikaans,7,4,65,Passing
2529,106,Mathematics,1,1,51,Passing
2530,106,Mathematics,1,2,51,Passing
2531,106,Mathematics,1,3,52,Passing
2532,106,Mathematics,1,4,50,Passing
2533,106,Accounting,26,1,54,Passing
2534,106,Accounting,26,2,55,Passing
2535,106,Accounting,26,3,59,Passing
2536,106,Accounting,26,4,52,Passing
2537,106,Geography,21,1,48,At Risk
2538,106,Geography,21,2,47,At Risk
2539,106,Geography,21,3,60,Passing
2540,106,Geography,21,4,45,At Risk
2541,106,History,16,1,75,Strong
2542,106,History,16,2,89,Strong
2543,106,History,16,3,85,Strong
2544,106,History,16,4,84,Strong
2545,107,English,6,1,78,Strong
2546,107,English,6,2,85,Strong
2547,107,English,6,3,75,Strong
2548,107,English,6,4,86,Strong
2549,107,Afrikaans,8,1,66,Passing
2550,107,Afrikaans,8,2,61,Passing
2551,107,Afrikaans,8,3,58,Passing
2552,107,Afrikaans,8,4,55,Passing
2553,107,Mathematics,3,1,78,Strong
2554,107,Mathematics,3,2,80,Strong
2555,107,Mathematics,3,3,66,Passing
2556,107,Mathematics,3,4,81,Strong
2557,107,Accounting,27,1,68,Passing
2558,107,Accounting,27,2,61,Passing
2559,107,Accounting,27,3,70,Strong
2560,107,Accounting,27,4,59,Passing
2561,107,Geography,21,1,86,Strong
2562,107,Geography,21,2,82,Strong
2563,107,Geography,21,3,72,Strong
2564,107,Geography,21,4,72,Strong
2565,107,Physical Science,10,1,55,Passing
2566,107,Physical Science,10,2,46,At Risk
2567,107,Physical Science,10,3,53,Passing
2568,107,Physical Science,10,4,54,Passing
2569,108,English,5,1,86,Strong
2570,108,English,5,2,83,Strong
2571,108,English,5,3,86,Strong
2572,108,English,5,4,85,Strong
2573,108,Afrikaans,7,1,69,Passing
2574,108,Afrikaans,7,2,64,Passing
2575,108,Afrikaans,7,3,65,Passing
2576,108,Afrikaans,7,4,59,Passing
2577,108,Mathematics,2,1,76,Strong
2578,108,Mathematics,2,2,69,Passing
2579,108,Mathematics,2,3,76,Strong
2580,108,Mathematics,2,4,74,Strong
2581,108,Geography,19,1,74,Strong
2582,108,Geography,19,2,70,Strong
2583,108,Geography,19,3,76,Strong
2584,108,Geography,19,4,67,Passing
2585,108,Physical Science,12,1,70,Strong
2586,108,Physical Science,12,2,73,Strong
2587,108,Physical Science,12,3,69,Passing
2588,108,Physical Science,12,4,74,Strong
2589,108,History,16,1,68,Passing
2590,108,History,16,2,67,Passing
2591,108,History,16,3,61,Passing
2592,108,History,16,4,59,Passing
2593,109,English,5,1,63,Passing
2594,109,English,5,2,48,At Risk
2595,109,English,5,3,53,Passing
2596,109,English,5,4,61,Passing
2597,109,Afrikaans,9,1,72,Strong
2598,109,Afrikaans,9,2,84,Strong
2599,109,Afrikaans,9,3,78,Strong
2600,109,Afrikaans,9,4,83,Strong
2601,109,Mathematics,1,1,59,Passing
2602,109,Mathematics,1,2,52,Passing
2603,109,Mathematics,1,3,63,Passing
2604,109,Mathematics,1,4,54,Passing
2605,109,History,18,1,51,Passing
2606,109,History,18,2,56,Passing
2607,109,History,18,3,58,Passing
2608,109,History,18,4,65,Passing
2609,109,Accounting,26,1,77,Strong
2610,109,Accounting,26,2,88,Strong
2611,109,Accounting,26,3,84,Strong
2612,109,Accounting,26,4,82,Strong
2613,109,Physical Science,10,1,64,Passing
2614,109,Physical Science,10,2,61,Passing
2615,109,Physical Science,10,3,64,Passing
2616,109,Physical Science,10,4,53,Passing
2617,110,English,6,1,68,Passing
2618,110,English,6,2,76,Strong
2619,110,English,6,3,71,Strong
2620,110,English,6,4,70,Strong
2621,110,Afrikaans,9,1,66,Passing
2622,110,Afrikaans,9,2,65,Passing
2623,110,Afrikaans,9,3,71,Strong
2624,110,Afrikaans,9,4,70,Strong
2625,110,Mathematics,1,1,62,Passing
2626,110,Mathematics,1,2,72,Strong
2627,110,Mathematics,1,3,69,Passing
2628,110,Mathematics,1,4,74,Strong
2629,110,Geography,21,1,83,Strong
2630,110,Geography,21,2,84,Strong
2631,110,Geography,21,3,89,Strong
2632,110,Geography,21,4,92,Strong
2633,110,Information Technology,24,1,87,Strong
2634,110,Information Technology,24,2,77,Strong
2635,110,Information Technology,24,3,77,Strong
2636,110,Information Technology,24,4,80,Strong
2637,110,Physical Science,10,1,58,Passing
2638,110,Physical Science,10,2,61,Passing
2639,110,Physical Science,10,3,61,Passing
2640,110,Physical Science,10,4,60,Passing
2641,111,English,5,1,68,Passing
2642,111,English,5,2,64,Passing
2643,111,English,5,3,70,Strong
2644,111,English,5,4,67,Passing
2645,111,Afrikaans,7,1,90,Strong
2646,111,Afrikaans,7,2,88,Strong
2647,111,Afrikaans,7,3,87,Strong
2648,111,Afrikaans,7,4,79,Strong
2649,111,Mathematics,3,1,43,At Risk
2650,111,Mathematics,3,2,47,At Risk
2651,111,Mathematics,3,3,50,Passing
2652,111,Mathematics,3,4,51,Passing
2653,111,Accounting,26,1,45,At Risk
2654,111,Accounting,26,2,44,At Risk
2655,111,Accounting,26,3,51,Passing
2656,111,Accounting,26,4,42,At Risk
2657,111,Information Technology,23,1,43,At Risk
2658,111,Information Technology,23,2,56,Passing
